Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	50.643559960	56.188113934	1731.959	2412.371		BIO	AVEVOC	RUPMAG		MALO
1	Spectrogram 1	1	50.643559960	56.188113934	1731.959	2412.371	2250.000	BIO	AVEVOC	RUPMAG		MALO
2	Waveform 1	1	0.000000000	59.999994792	3402.062	4020.619		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3402.062	4020.619	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.099009892	59.999994792	4268.041	4948.454		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.099009892	59.999994792	4268.041	4948.454	4500.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6927.835	7917.526		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6927.835	7917.526	7500.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	8164.948	9030.928		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	8164.948	9030.928	8625.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	10886.598	11690.722		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	10886.598	11690.722	11250.000	BIO	INSECT			BUENO
7	Waveform 1	1	10.495048594	11.485147518	12680.412	21463.918		BIO	INSECT			BUENO
7	Spectrogram 1	1	10.495048594	11.485147518	12680.412	21463.918	16500.000	BIO	INSECT			BUENO
8	Waveform 1	1	18.960394394	20.445542780	11010.309	19979.381		BIO	INSECT			REGULA
8	Spectrogram 1	1	18.960394394	20.445542780	11010.309	19979.381	15000.000	BIO	INSECT			REGULA
9	Waveform 1	1	0.297029677	59.999994792	9278.351	10515.464		BIO	INSECT			REGULA
9	Spectrogram 1	1	0.297029677	59.999994792	9278.351	10515.464	9750.000	BIO	INSECT			REGULA
10	Waveform 1	1	0.000000000	59.999994792	5628.866	6804.124		BIO	INSECT			REGULA
10	Spectrogram 1	1	0.000000000	59.999994792	5628.866	6804.124	6375.000	BIO	INSECT			REGULA
11	Waveform 1	1	0.000000000	59.999994792	0.000	618.557		ANT				
11	Spectrogram 1	1	0.000000000	59.999994792	0.000	618.557	0.000	ANT				
12	Waveform 1	1	31.138611158	58.415836513	5072.165	5938.144		BIO	INSECT			REGULA
12	Spectrogram 1	1	31.138611158	58.415836513	5072.165	5938.144	5625.000	BIO	INSECT			REGULA
