Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	5369.492	15294.915		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	5369.492	15294.915	8250.000	BIO	INSECT			BUENO
2	Waveform 1	1	25.491327267	26.011558436	16759.322	21315.254		BIO	INSECT			BUENO
2	Spectrogram 1	1	25.491327267	26.011558436	16759.322	21315.254	19500.000	BIO	INSECT			BUENO
3	Waveform 1	1	1.387283117	59.999994792	7077.966	7647.458		BIO	INSECT			BUENO
3	Spectrogram 1	1	1.387283117	59.999994792	7077.966	7647.458	7500.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	29.826587006	2766.102	3335.593		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	29.826587006	2766.102	3335.593	3000.000	BIO	INSECT			BUENO
5	Waveform 1	1	15.722541988	55.664735052	1627.119	1952.542		BIO	AVEVOC	CRYSOU		BUENO
5	Spectrogram 1	1	15.722541988	55.664735052	1627.119	1952.542	1875.000	BIO	AVEVOC	CRYSOU		BUENO
6	Waveform 1	1	52.138723798	55.202307347	894.915	1627.119		BIO	AVEVOC	THAMNO		BUENO
6	Spectrogram 1	1	52.138723798	55.202307347	894.915	1627.119	1500.000	BIO	AVEVOC	THAMNO		BUENO
7	Waveform 1	1	0.000000000	59.999994792	3254.237	3905.085		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	3254.237	3905.085	3375.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	0.000	1057.627		INDETE				
8	Spectrogram 1	1	0.000000000	59.999994792	0.000	1057.627	0.000	INDETE				
9	Waveform 1	1	51.329475313	51.849706482	17491.525	21152.542		BIO	INSECT			BUENO
9	Spectrogram 1	1	51.329475313	51.849706482	17491.525	21152.542	19125.000	BIO	INSECT			BUENO
