Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.751445021	59.999994792	894.915	1871.186		BIO	HERPET			BUENO
1	Spectrogram 1	1	0.751445021	59.999994792	894.915	1871.186	1500.000	BIO	HERPET			BUENO
2	Waveform 1	1	2.601155844	57.976873580	894.915	1789.831		BIO	AVEVOC	NYCALB		BUENO
2	Spectrogram 1	1	2.601155844	57.976873580	894.915	1789.831	1500.000	BIO	AVEVOC	NYCALB		BUENO
3	Waveform 1	1	51.271671850	59.999994792	2522.034	3416.949		BIO	INSECT			BUENO
3	Spectrogram 1	1	51.271671850	59.999994792	2522.034	3416.949	3375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.635838095	9.768785279	2766.102	3498.305		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.635838095	9.768785279	2766.102	3498.305	3375.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	3823.729	4555.932		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	3823.729	4555.932	4125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	4718.644	5532.203		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5532.203	5250.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	7077.966	8623.729		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	7077.966	8623.729	7875.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.289017316	59.999994792	15701.695	16840.678		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.289017316	59.999994792	15701.695	16840.678	16125.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.289017316	59.999994792	12203.390	13261.017		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.289017316	59.999994792	12203.390	13261.017	12750.000	BIO	INSECT			BUENO
