Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.693069247	55.297024903	989.691	3649.485		BIO	AVEVOC	SALCOE		MUYBUE
1	Spectrogram 1	1	0.693069247	55.297024903	989.691	3649.485	2625.000	BIO	AVEVOC	SALCOE		MUYBUE
2	Waveform 1	1	35.198016747	38.811877819	309.278	1298.969		BIO	HERPET			BUENO
2	Spectrogram 1	1	35.198016747	38.811877819	309.278	1298.969	750.000	BIO	HERPET			BUENO
3	Waveform 1	1	3.960395696	48.267322543	1237.113	2969.072		BIO	AVEVOC	FURNAR		REGULA
3	Spectrogram 1	1	3.960395696	48.267322543	1237.113	2969.072	2250.000	BIO	AVEVOC	FURNAR		REGULA
4	Waveform 1	1	3.861385803	18.366335039	3216.495	4144.330		BIO				
4	Spectrogram 1	1	3.861385803	18.366335039	3216.495	4144.330	3375.000	BIO				
5	Waveform 1	1	0.000000000	59.999994792	4268.041	4762.887		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	4268.041	4762.887	4500.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	5505.155	6680.412		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	5505.155	6680.412	6375.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.445544516	58.663361244	7051.546	8226.804		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.445544516	58.663361244	7051.546	8226.804	7500.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	16521.085	24933.456		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	16521.085	24933.456	21375.000	BIO	INSECT			BUENO
