Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	4800.000	5450.847		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	4800.000	5450.847	5250.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	3498.305	4800.000		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3498.305	4800.000	4125.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	3.872832034	2928.814	3579.661		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	3.872832034	2928.814	3579.661	3375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	7403.390	8216.949		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	7403.390	8216.949	7500.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7972.881	8786.441		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7972.881	8786.441	8625.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	6833.898	7240.678		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	6833.898	7240.678	7125.000	BIO	INSECT			BUENO
7	Waveform 1	1	3.930635497	8.843929868	0.000	96000.000		BIO	INSECT			BUENO
7	Spectrogram 1	1	3.930635497	8.843929868	0.000	96000.000	17250.000	BIO	INSECT			BUENO
8	Waveform 1	1	9.075143721	14.104045018	2928.814	3416.949		BIO	INSECT			BUENO
8	Spectrogram 1	1	9.075143721	14.104045018	2928.814	3416.949	3375.000	BIO	INSECT			BUENO
9	Waveform 1	1	14.104045018	31.734101292	0.000	95023.729		BIO	INSECT			BUENO
9	Spectrogram 1	1	14.104045018	31.734101292	0.000	95023.729	17250.000	BIO	INSECT			BUENO
10	Waveform 1	1	32.138725534	33.583812114	0.000	96000.000		BIO	INSECT			BUENO
10	Spectrogram 1	1	32.138725534	33.583812114	0.000	96000.000	17250.000	BIO	INSECT			BUENO
11	Waveform 1	1	34.393060598	46.878608647	2928.814	3579.661		BIO	INSECT			BUENO
11	Spectrogram 1	1	34.393060598	46.878608647	2928.814	3579.661	3375.000	BIO	INSECT			BUENO
12	Waveform 1	1	37.514447611	44.508666657	0.000	1789.831		PULSOS				
12	Spectrogram 1	1	37.514447611	44.508666657	0.000	1789.831	375.000	PULSOS				
13	Waveform 1	1	46.763001721	50.346816439	325.424	96000.000		BIO	INSECT			BUENO
13	Spectrogram 1	1	46.763001721	50.346816439	325.424	96000.000	17250.000	BIO	INSECT			BUENO
14	Waveform 1	1	59.075139381	59.999994792	0.000	96000.000		BIO	INSECT			BUENO
14	Spectrogram 1	1	59.075139381	59.999994792	0.000	96000.000	17250.000	BIO	INSECT			BUENO
