Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	24.393061466	32.947974019	1627.119	2359.322		BIO	AVEVOC	CRYSOU		REGULA
1	Spectrogram 1	1	24.393061466	32.947974019	1627.119	2359.322	1875.000	BIO	AVEVOC	CRYSOU		REGULA
2	Waveform 1	1	0.000000000	59.999994792	3823.729	4555.932		BIO	INSECT			MALO
2	Spectrogram 1	1	0.000000000	59.999994792	3823.729	4555.932	4125.000	BIO	INSECT			MALO
3	Waveform 1	1	13.005779218	19.248553242	6264.407	7403.390		BIO	INSECT			MALO
3	Spectrogram 1	1	13.005779218	19.248553242	6264.407	7403.390	6750.000	BIO	INSECT			MALO
4	Waveform 1	1	9.942195669	17.341038957	5532.203	6183.051		BIO	INSECT			MALO
4	Spectrogram 1	1	9.942195669	17.341038957	5532.203	6183.051	6000.000	BIO	INSECT			MALO
5	Waveform 1	1	0.000000000	59.999994792	5613.559	17084.746		BIO	INSECT			MALO
5	Spectrogram 1	1	0.000000000	59.999994792	5613.559	17084.746	7500.000	BIO	INSECT			MALO
6	Waveform 1	1	0.000000000	59.999994792	6671.186	7647.458		BIO	INSECT			MALO
6	Spectrogram 1	1	0.000000000	59.999994792	6671.186	7647.458	7125.000	BIO	INSECT			MALO
