Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	11.040461469	17.398842420	0.000	2847.458		PULSOS				
1	Spectrogram 1	1	11.040461469	17.398842420	0.000	2847.458	375.000	PULSOS				
2	Waveform 1	1	0.000000000	59.999994792	5206.780	6101.695		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	5206.780	6101.695	5625.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	7322.034	7810.169		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	7322.034	7810.169	7500.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	3172.881	3905.085		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	3172.881	3905.085	3750.000	BIO	INSECT			BUENO
5	Waveform 1	1	1.619318041	37.954542160	18666.667	29333.333		BIO	INSECT			BUENO
5	Spectrogram 1	1	1.619318041	37.954542160	18666.667	29333.333	24000.000	BIO	INSECT			BUENO
