Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	38.670516874	49.884388733	0.000	3172.881			PULSOS			
1	Spectrogram 1	1	38.670516874	49.884388733	0.000	3172.881	375.000		PULSOS			
2	Waveform 1	1	0.000000000	59.999994792	3416.949	4067.797		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	3416.949	4067.797	3750.000	BIO	INSECT			REGULA
3	Waveform 1	1	1.965317748	8.612716015	3986.441	4881.356		BIO	INSECT			REGULA
3	Spectrogram 1	1	1.965317748	8.612716015	3986.441	4881.356	4125.000	BIO	INSECT			REGULA
4	Waveform 1	1	14.450865798	59.999994792	4637.288	5288.136		BIO	INSECT			REGULA
4	Spectrogram 1	1	14.450865798	59.999994792	4637.288	5288.136	4875.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	5776.271	6264.407		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	5776.271	6264.407	6000.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.057803463	59.999994792	6589.831	7647.458		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.057803463	59.999994792	6589.831	7647.458	7125.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	7972.881	8786.441		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	7972.881	8786.441	8250.000	BIO	INSECT			REGULA
8	Waveform 1	1	15.722541988	18.034680515	11633.898	19769.492		BIO	INSECT			REGULA
8	Spectrogram 1	1	15.722541988	18.034680515	11633.898	19769.492	18000.000	BIO	INSECT			REGULA
9	Waveform 1	1	18.670518611	20.289015580	20919.669	26533.229		BIO	INSECT			REGULA
9	Spectrogram 1	1	18.670518611	20.289015580	20919.669	26533.229	24000.000	BIO	INSECT			REGULA
