Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	22.196529865	0.000	650.847		BIO	AVEVOC	MOMSUB		BUENO
1	Spectrogram 1	1	0.000000000	22.196529865	0.000	650.847	375.000	BIO	AVEVOC	MOMSUB		BUENO
2	Waveform 1	1	0.000000000	54.450862325	1545.763	2440.678		BIO	AVEVOC	FURNAR		BUENO
2	Spectrogram 1	1	0.000000000	54.450862325	1545.763	2440.678	1875.000	BIO	AVEVOC	FURNAR		BUENO
3	Waveform 1	1	0.000000000	59.999994792	3172.881	3661.017		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3172.881	3661.017	3375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	58.034677043	4230.508	4800.000		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	58.034677043	4230.508	4800.000	4500.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7647.458	8298.305		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7647.458	8298.305	7875.000	BIO	INSECT			BUENO
6	Waveform 1	1	20.520229433	32.138725534	9274.576	10250.847		BIO	INSECT			BUENO
6	Spectrogram 1	1	20.520229433	32.138725534	9274.576	10250.847	9750.000	BIO	INSECT			BUENO
7	Waveform 1	1	32.341037655	53.179186135	13667.797	16108.475		BIO	INSECT			BUENO
7	Spectrogram 1	1	32.341037655	53.179186135	13667.797	16108.475	15000.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	16.184969693	4718.644	10901.695		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	16.184969693	4718.644	10901.695	7875.000	BIO	INSECT			BUENO
9	Waveform 1	1	29.884390469	39.537568822	8786.441	13586.441		BIO	INSECT			BUENO
9	Spectrogram 1	1	29.884390469	39.537568822	8786.441	13586.441	10875.000	BIO	INSECT			BUENO
