Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	16.878611252	24.624275319	0.000	2115.254		BIO	AVEVOC	CAMGRY		REGULA
1	Spectrogram 1	1	16.878611252	24.624275319	0.000	2115.254	375.000	BIO	AVEVOC	CAMGRY		REGULA
2	Waveform 1	1	10.809247617	59.999994792	3986.441	7159.322		BIO	AVEVOC	TYRMEL		BUENO
2	Spectrogram 1	1	10.809247617	59.999994792	3986.441	7159.322	6000.000	BIO	AVEVOC	TYRMEL		BUENO
3	Waveform 1	1	2.196531601	57.861266654	1383.051	5288.136		BIO	AVEVOC			MALO
3	Spectrogram 1	1	2.196531601	57.861266654	1383.051	5288.136	4875.000	BIO	AVEVOC			MALO
4	Waveform 1	1	5.953756709	10.231212985	6833.898	7240.678		BIO	INSECT			REGULA
4	Spectrogram 1	1	5.953756709	10.231212985	6833.898	7240.678	7125.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	6589.831	7891.525		BIO	INSECT			MALO
5	Spectrogram 1	1	0.000000000	59.999994792	6589.831	7891.525	7125.000	BIO	INSECT			MALO
6	Waveform 1	1	4.971004516	10.546288123	41355.861	64755.544		BIO	MURCIE	VESPER	BUSQUE	REGULA
6	Spectrogram 1	1	4.971004516	10.546288123	41355.861	64755.544	47250.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
7	Waveform 1	1	19.726831110	23.327683070	42282.581	61048.664		BIO	MURCIE	VESPER	BUSQUE	REGULA
7	Spectrogram 1	1	19.726831110	23.327683070	42282.581	61048.664	48000.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
8	Waveform 1	1	28.021559056	29.825536172	43209.301	62207.064		BIO	MURCIE	VESPER	BUSQUE	MALO
8	Spectrogram 1	1	28.021559056	29.825536172	43209.301	62207.064	47250.000	BIO	MURCIE	VESPER	BUSQUE	MALO
9	Waveform 1	1	49.442053373	51.174665719	35795.540	52013.142		BIO	MURCIE	MOLOTE	BUSQUE	REGULA
9	Spectrogram 1	1	49.442053373	51.174665719	35795.540	52013.142	42750.000	BIO	MURCIE	MOLOTE	BUSQUE	REGULA
