Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	19.132946316	55.780341979	813.559	3010.169		BIO	AVEVOC	ORT_SP		BUENO
1	Spectrogram 1	1	19.132946316	55.780341979	813.559	3010.169	1875.000	BIO	AVEVOC	ORT_SP		BUENO
2	Waveform 1	1	44.393059730	49.017336785	1383.051	2766.102		BIO	AVEVOC	FURLEU		BUENO
2	Spectrogram 1	1	44.393059730	49.017336785	1383.051	2766.102	1875.000	BIO	AVEVOC	FURLEU		BUENO
3	Waveform 1	1	57.052018169	59.999994792	569.492	6020.339		BIO	AVEVOC	PORMAR		EXCELE
3	Spectrogram 1	1	57.052018169	59.999994792	569.492	6020.339	3375.000	BIO	AVEVOC	PORMAR		EXCELE
4	Waveform 1	1	1.387283117	1.791907359	2277.966	5613.559		BIO	AVEVOC			BUENO
4	Spectrogram 1	1	1.387283117	1.791907359	2277.966	5613.559	4500.000	BIO	AVEVOC			BUENO
5	Waveform 1	1	0.000000000	59.999994792	0.000	732.203		ANT	TRAMOT			
5	Spectrogram 1	1	0.000000000	59.999994792	0.000	732.203	0.000	ANT	TRAMOT			
6	Waveform 1	1	0.000000000	59.999994792	4311.864	5044.068		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	4311.864	5044.068	4500.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	5694.915	6752.542		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	5694.915	6752.542	6375.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.751445021	54.624272715	6183.051	6589.831		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.751445021	54.624272715	6183.051	6589.831	6375.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.198863619	59.999994792	22019.656	27209.001			INDETE			
9	Spectrogram 1	1	0.198863619	59.999994792	22019.656	27209.001	24750.000		INDETE			
