Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	29.826587006	0.000	3335.593		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	29.826587006	0.000	3335.593	750.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	3172.881	3905.085		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3172.881	3905.085	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	17.745663199	18.092483979	2684.746	22942.373		BIO	INSECT			BUENO
3	Spectrogram 1	1	17.745663199	18.092483979	2684.746	22942.373	9375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	5288.136	5938.983		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	5288.136	5938.983	5625.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6183.051	6833.898		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6183.051	6833.898	6750.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7077.966	8705.085		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7077.966	8705.085	7875.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	9111.864	10332.203		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	9111.864	10332.203	9750.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.867051948	3.121387012	8298.305	26251.711		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.867051948	3.121387012	8298.305	26251.711	14250.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	52.023116871	17979.661	20176.271		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.000000000	52.023116871	17979.661	20176.271	19500.000	BIO	INSECT			BUENO
10	Waveform 1	1	52.774561893	53.468203451	16352.542	28543.016		BIO	INSECT			BUENO
10	Spectrogram 1	1	52.774561893	53.468203451	16352.542	28543.016	21000.000	BIO	INSECT			BUENO
11	Waveform 1	1	53.294793062	57.514445874	9681.356	21152.542		BIO	INSECT			BUENO
11	Spectrogram 1	1	53.294793062	57.514445874	9681.356	21152.542	17250.000	BIO	INSECT			BUENO
12	Waveform 1	1	0.007102272	13.579544276	32522.449	42318.367		BIO	INSECT			BUENO
12	Spectrogram 1	1	0.007102272	13.579544276	32522.449	42318.367	37500.000	BIO	INSECT			BUENO
