Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	6427.119	7159.322		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	6427.119	7159.322	6750.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.817464416	14.624276187	894.915	2603.390		BIO	INDETE			BUENO
2	Spectrogram 1	1	0.817464416	14.624276187	894.915	2603.390	2250.000	BIO	INDETE			BUENO
3	Waveform 1	1	18.354199796	20.316114394	0.000	3986.441		INDETE				
3	Spectrogram 1	1	18.354199796	20.316114394	0.000	3986.441	375.000	INDETE				
4	Waveform 1	1	0.000000000	59.999994792	3254.237	3823.729		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	3254.237	3823.729	3375.000	BIO	INSECT			BUENO
5	Waveform 1	1	43.179187003	51.676296092	0.000	894.915		BIO	AVEVOC	PATCAY		REGULA
5	Spectrogram 1	1	43.179187003	51.676296092	0.000	894.915	375.000	BIO	AVEVOC	PATCAY		REGULA
