Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	2732.548	3279.058		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	2732.548	3279.058	3000.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	3624.222	4515.896		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3624.222	4515.896	4125.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4717.241	5206.223		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4717.241	5206.223	4875.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	5206.223	5867.788		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	5206.223	5867.788	5250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6356.770	6960.807		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6356.770	6960.807	6750.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7181.219	7670.202		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7181.219	7670.202	7500.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	7900.311	8533.112		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	7900.311	8533.112	8250.000	BIO	INSECT			BUENO
8	Waveform 1	1	1.098265801	58.901728991	8465.880	10882.028		BIO	INSECT			BUENO
8	Spectrogram 1	1	1.098265801	58.901728991	8465.880	10882.028	9000.000	BIO	INSECT			BUENO
9	Waveform 1	1	1.040462337	59.999994792	13836.220	20164.226		BIO	INSECT			BUENO
9	Spectrogram 1	1	1.040462337	59.999994792	13836.220	20164.226	16875.000	BIO	INSECT			BUENO
10	Waveform 1	1	52.399469063	56.159805376	7945.472	35558.649		BIO	INSECT			BUENO
10	Spectrogram 1	1	52.399469063	56.159805376	7945.472	35558.649	15750.000	BIO	INSECT			BUENO
11	Waveform 1	1	0.000000000	59.999994792	33242.718	41941.748		BIO	INSECT			BUENO
11	Spectrogram 1	1	0.000000000	59.999994792	33242.718	41941.748	37875.000	BIO	INSECT			BUENO
