Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	2579.805	3361.564		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	2579.805	3361.564	3000.000	BIO	INSECT			REGULA
2	Waveform 1	1	0.000000000	59.999994792	3283.388	4065.147		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	3283.388	4065.147	3750.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	5863.192	6644.951		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	5863.192	6644.951	6000.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	4221.498	5472.313		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	4221.498	5472.313	5250.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	7661.238	8599.349		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	7661.238	8599.349	8250.000	BIO	INSECT			REGULA
6	Waveform 1	1	4.277456276	45.317915141	10241.042	21889.251		BIO	INSECT			REGULA
6	Spectrogram 1	1	4.277456276	45.317915141	10241.042	21889.251	18750.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	16964.169	20716.612		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	16964.169	20716.612	18750.000	BIO	INSECT			REGULA
8	Waveform 1	1	51.965313408	59.999994792	6488.599	29674.626		BIO	INSECT			REGULA
8	Spectrogram 1	1	51.965313408	59.999994792	6488.599	29674.626	18750.000	BIO	INSECT			REGULA
