Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	732.203		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	732.203	0.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	3335.593	3905.085		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	3335.593	3905.085	3750.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	4149.153	4718.644		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	4149.153	4718.644	4500.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	6508.475	7484.746		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7484.746	7125.000	BIO	INSECT			REGULA
5	Waveform 1	1	7.398843288	59.999994792	9681.356	18793.220		BIO	INSECT			REGULA
5	Spectrogram 1	1	7.398843288	59.999994792	9681.356	18793.220	14625.000	BIO	INSECT			REGULA
6	Waveform 1	1	34.393060598	59.999994792	13911.864	14888.136		BIO	INSECT			REGULA
6	Spectrogram 1	1	34.393060598	59.999994792	13911.864	14888.136	14625.000	BIO	INSECT			REGULA
