Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	58.439301286	2766.102	3579.661		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	58.439301286	2766.102	3579.661	3375.000	BIO	INSECT			REGULA
2	Waveform 1	1	0.000000000	59.999994792	3742.373	4393.220		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	3742.373	4393.220	4125.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	4718.644	5776.271		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5776.271	5250.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	6752.542	7159.322		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6752.542	7159.322	7125.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	7322.034	7972.881		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	7322.034	7972.881	7500.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	9925.424	18955.932		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	9925.424	18955.932	16125.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	22243.317	23951.792		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	22243.317	23951.792	22875.000	BIO	INSECT			REGULA
