Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	976.271		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	976.271	375.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	894.915	2684.746		BIO	HERPET			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	894.915	2684.746	2250.000	BIO	HERPET			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3498.305	4637.288		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3498.305	4637.288	4125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4881.356	5857.627		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4881.356	5857.627	5250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6752.542	7322.034		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6752.542	7322.034	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.751445021	55.895948905	6183.051	6671.186		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.751445021	55.895948905	6183.051	6671.186	6375.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	7322.034	9111.864		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	7322.034	9111.864	8250.000	BIO	INSECT			BUENO
8	Waveform 1	1	12.196530733	30.578032028	9518.644	17865.593		BIO	INSECT			BUENO
8	Spectrogram 1	1	12.196530733	30.578032028	9518.644	17865.593	13875.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.751445021	59.999994792	19362.712	22372.881		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.751445021	59.999994792	19362.712	22372.881	20625.000	BIO	INSECT			BUENO
10	Waveform 1	1	0.040176518	0.642824291	26866.781	43289.907			INDETE			
10	Spectrogram 1	1	0.040176518	0.642824291	26866.781	43289.907	34125.000		INDETE			
11	Waveform 1	1	19.727153693	20.832007943	28691.573	43654.865			INDETE			
11	Spectrogram 1	1	19.727153693	20.832007943	28691.573	43654.865	33750.000		INDETE			
