Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	3.168316557	11.188117841	0.000	865.979		BIO	AVEVOC	PATCAY		BUENO
1	Spectrogram 1	1	3.168316557	11.188117841	0.000	865.979	375.000	BIO	AVEVOC	PATCAY		BUENO
2	Waveform 1	1	0.198019785	10.198018917	804.124	2041.237		BIO	AVEVOC			BUENO
2	Spectrogram 1	1	0.198019785	10.198018917	804.124	2041.237	1500.000	BIO	AVEVOC			BUENO
3	Waveform 1	1	48.861381897	59.108905760	989.691	1855.670		BIO	AVEVOC			REGULA
3	Spectrogram 1	1	48.861381897	59.108905760	989.691	1855.670	1500.000	BIO	AVEVOC			REGULA
4	Waveform 1	1	30.594056750	35.693066209	6680.412	7546.392		BIO	INSECT			
4	Spectrogram 1	1	30.594056750	35.693066209	6680.412	7546.392	7125.000	BIO	INSECT			
5	Waveform 1	1	0.000000000	59.999994792	3340.206	4020.619		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	3340.206	4020.619	3750.000	BIO	INSECT			BUENO
6	Waveform 1	1	20.742572457	55.396034795	1979.381	6185.567		BIO	AVEVOC			BUENO
6	Spectrogram 1	1	20.742572457	55.396034795	1979.381	6185.567	3750.000	BIO	AVEVOC			BUENO
7	Waveform 1	1	0.000000000	59.999994792	7608.247	8845.361		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	7608.247	8845.361	8250.000	BIO	INSECT			REGULA
8	Waveform 1	1	0.000000000	59.999994792	8721.649	8907.216		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	8721.649	8907.216	9000.000	BIO	INSECT			BUENO
