Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	569.492		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	569.492	375.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	2928.814	3335.593		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	2928.814	3335.593	3000.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3498.305	4067.797		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3498.305	4067.797	3750.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4800.000	5776.271		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4800.000	5776.271	5250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6508.475	7159.322		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7159.322	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7322.034	7972.881		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7322.034	7972.881	7500.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	7240.678	9030.508		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	7240.678	9030.508	7875.000	BIO	INSECT			BUENO
8	Waveform 1	1	12.601154976	12.890172291	9844.068	21396.610		BIO	INSECT			BUENO
8	Spectrogram 1	1	12.601154976	12.890172291	9844.068	21396.610	15000.000	BIO	INSECT			BUENO
9	Waveform 1	1	10.462426837	10.751444153	14888.136	18549.153		BIO	INSECT			BUENO
9	Spectrogram 1	1	10.462426837	10.751444153	14888.136	18549.153	16500.000	BIO	INSECT			BUENO
10	Waveform 1	1	0.000000000	59.999994792	9762.712	18142.373		BIO	INSECT			BUENO
10	Spectrogram 1	1	0.000000000	59.999994792	9762.712	18142.373	15000.000	BIO	INSECT			BUENO
11	Waveform 1	1	0.010044130	59.139834747	30995.292	37911.597		BIO	INSECT			BUENO
11	Spectrogram 1	1	0.010044130	59.139834747	30995.292	37911.597	34875.000	BIO	INSECT			BUENO
12	Waveform 1	1	2.464488422	2.645596361	26896.741	33556.886			INDETE			BUENO
12	Spectrogram 1	1	2.464488422	2.645596361	26896.741	33556.886	30000.000		INDETE			BUENO
13	Waveform 1	1	7.204014411	7.353162125	26640.582	34069.205			INDETE			BUENO
13	Spectrogram 1	1	7.204014411	7.353162125	26640.582	34069.205	30000.000		INDETE			BUENO
14	Waveform 1	1	8.316273573	10.042125696	24847.465	30995.292			INDETE			REGULA
14	Spectrogram 1	1	8.316273573	10.042125696	24847.465	30995.292	28125.000		INDETE			REGULA
15	Waveform 1	1	11.560816154	16.288736732	24591.306	32532.249			INDETE			BUENO
15	Spectrogram 1	1	11.560816154	16.288736732	24591.306	32532.249	29625.000		INDETE			BUENO
