Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3579.661	4555.932		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	3579.661	4555.932	4125.000	BIO	INSECT			REGULA
2	Waveform 1	1	0.000000000	59.999994792	4637.288	5450.847		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	4637.288	5450.847	4875.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	5776.271	6183.051		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	5776.271	6183.051	6000.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	6264.407	6589.831		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6264.407	6589.831	6375.000	BIO	INSECT			REGULA
5	Waveform 1	1	1.560693506	59.999994792	7077.966	8135.593		BIO	INSECT			REGULA
5	Spectrogram 1	1	1.560693506	59.999994792	7077.966	8135.593	7500.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	10169.492	19998.486		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	10169.492	19998.486	16875.000	BIO	INSECT			REGULA
7	Waveform 1	1	8.323698699	59.999994792	9925.424	32690.012		BIO	INSECT			REGULA
7	Spectrogram 1	1	8.323698699	59.999994792	9925.424	32690.012	16875.000	BIO	INSECT			REGULA
8	Waveform 1	1	24.602385825	27.015669962	33151.797	46570.381		BIO	MURCIE	MOLMOL	BUSQUE	BUENO
8	Spectrogram 1	1	24.602385825	27.015669962	33151.797	46570.381	37125.000	BIO	MURCIE	MOLMOL	BUSQUE	BUENO
9	Waveform 1	1	42.392202247	46.958016238	33520.729	48404.450		BIO	MURCIE			MALO
9	Spectrogram 1	1	42.392202247	46.958016238	33520.729	48404.450	39000.000	BIO	MURCIE			MALO
