Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	6915.254	7566.102		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	6915.254	7566.102	7125.000	BIO	INSECT			REGULA
2	Waveform 1	1	0.000000000	59.999994792	8216.949	8949.153		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	8216.949	8949.153	8625.000	BIO	INSECT			REGULA
3	Waveform 1	1	7.745664068	9.768785279	4474.576	6508.475		BIO	AVEVOC			MALO
3	Spectrogram 1	1	7.745664068	9.768785279	4474.576	6508.475	5625.000	BIO	AVEVOC			MALO
4	Waveform 1	1	0.000000000	59.999994792	3661.017	4800.000		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	3661.017	4800.000	4125.000	BIO	INSECT			REGULA
5	Waveform 1	1	12.774565365	51.618492629	5776.271	6589.831		BIO	INSECT			REGULA
5	Spectrogram 1	1	12.774565365	51.618492629	5776.271	6589.831	6375.000	BIO	INSECT			REGULA
6	Waveform 1	1	18.959535926	22.080922939	10413.559	19932.203		BIO	INSECT			REGULA
6	Spectrogram 1	1	18.959535926	22.080922939	10413.559	19932.203	17250.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.511363592	33.522724363	36000.000	48000.000		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.511363592	33.522724363	36000.000	48000.000	39375.000	BIO	INSECT			BUENO
