Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	650.847		GEO				
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	650.847	375.000	GEO				
2	Waveform 1	1	0.404624242	2.947976623	0.000	976.271		ANT	VOZHUM			
2	Spectrogram 1	1	0.404624242	2.947976623	0.000	976.271	375.000	ANT	VOZHUM			
3	Waveform 1	1	3.699421644	56.763000853	5613.559	17816.949		BIO	INSECT			BUENO
3	Spectrogram 1	1	3.699421644	56.763000853	5613.559	17816.949	7125.000	BIO	INSECT			BUENO
4	Waveform 1	1	3.699421644	56.473983537	18061.017	21640.678		BIO	INSECT			BUENO
4	Spectrogram 1	1	3.699421644	56.473983537	18061.017	21640.678	19500.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6264.407	7566.102		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6264.407	7566.102	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	17.341038957	22.485547181	0.000	1057.627		ANT	ANIDOM			
6	Spectrogram 1	1	17.341038957	22.485547181	0.000	1057.627	375.000	ANT	ANIDOM			
7	Waveform 1	1	0.000000000	59.999994792	4230.508	5125.424		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	4230.508	5125.424	4875.000	BIO	INSECT			BUENO
8	Waveform 1	1	21.734102160	28.612714279	6427.119	7403.390		BIO	INSECT			BUENO
8	Spectrogram 1	1	21.734102160	28.612714279	6427.119	7403.390	7125.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	59.999994792	3172.881	3986.441		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.000000000	59.999994792	3172.881	3986.441	3750.000	BIO	INSECT			BUENO
10	Waveform 1	1	0.000000000	59.999994792	8461.017	9518.644		BIO	INSECT			BUENO
10	Spectrogram 1	1	0.000000000	59.999994792	8461.017	9518.644	9000.000	BIO	INSECT			BUENO
11	Waveform 1	1	31.445083976	37.109823368	0.000	1138.983		ANT	VOZHUM			
11	Spectrogram 1	1	31.445083976	37.109823368	0.000	1138.983	750.000	ANT	VOZHUM			
12	Waveform 1	1	52.427741114	57.976873580	0.000	1138.983		ANT	VOZHUM			
12	Spectrogram 1	1	52.427741114	57.976873580	0.000	1138.983	750.000	ANT	VOZHUM			
