Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	27.803465795	8705.085	12447.458		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	27.803465795	8705.085	12447.458	10125.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	7647.458	8705.085		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	7647.458	8705.085	8250.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	6427.119	6833.898		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	6427.119	6833.898	6750.000	BIO	INSECT			REGULA
4	Waveform 1	1	49.653174881	59.999994792	9518.644	11552.542		BIO	INSECT			REGULA
4	Spectrogram 1	1	49.653174881	59.999994792	9518.644	11552.542	10500.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	5938.983	6264.407		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	5938.983	6264.407	6000.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	3498.305	5288.136		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	3498.305	5288.136	4875.000	BIO	INSECT			REGULA
7	Waveform 1	1	2.485548917	40.578031160	1708.475	2440.678		BIO	AVEVOC			REGULA
7	Spectrogram 1	1	2.485548917	40.578031160	1708.475	2440.678	2250.000	BIO	AVEVOC			REGULA
8	Waveform 1	1	41.445083108	59.999994792	20583.051	21477.966		BIO	INSECT			REGULA
8	Spectrogram 1	1	41.445083108	59.999994792	20583.051	21477.966	21000.000	BIO	INSECT			REGULA
9	Waveform 1	1	43.489288306	54.790737041	33853.450	50835.399		BIO	MURCIE	VESPER	BUSQUE	MALO
9	Spectrogram 1	1	43.489288306	54.790737041	33853.450	50835.399	38250.000	BIO	MURCIE	VESPER	BUSQUE	MALO
