Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	488.136		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	488.136	375.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	3416.949	3823.729		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	3416.949	3823.729	3750.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	3661.017	4311.864		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	3661.017	4311.864	3750.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	4718.644	5613.559		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5613.559	5250.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	6508.475	7322.034		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7322.034	6750.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	7728.814	9030.508		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	7728.814	9030.508	8250.000	BIO	INSECT			REGULA
7	Waveform 1	1	17.052021641	22.832367960	9925.424	19281.356		BIO	INSECT			REGULA
7	Spectrogram 1	1	17.052021641	22.832367960	9925.424	19281.356	15750.000	BIO	INSECT			REGULA
8	Waveform 1	1	4.161849350	59.999994792	16433.898	20501.695		BIO	INSECT			REGULA
8	Spectrogram 1	1	4.161849350	59.999994792	16433.898	20501.695	18750.000	BIO	INSECT			REGULA
9	Waveform 1	1	0.000000000	8.265895236	2928.814	3254.237		BIO	INSECT			REGULA
9	Spectrogram 1	1	0.000000000	8.265895236	2928.814	3254.237	3000.000	BIO	INSECT			REGULA
