Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	2115.254	2522.034		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	2115.254	2522.034	2250.000	BIO	INSECT			REGULA
2	Waveform 1	1	12.716761902	35.433522936	2603.390	3579.661		BIO	INSECT			REGULA
2	Spectrogram 1	1	12.716761902	35.433522936	2603.390	3579.661	3375.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	3579.661	4474.576		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	3579.661	4474.576	4125.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	4718.644	5206.780		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5206.780	4875.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	6183.051	7159.322		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	6183.051	7159.322	6750.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	7647.458	8542.373		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	7647.458	8542.373	7875.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	10250.847	19525.424		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	10250.847	19525.424	16125.000	BIO	INSECT			REGULA
