Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	3010.169		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	3010.169	375.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	3335.593	3905.085		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3335.593	3905.085	3375.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	5125.424	5857.627		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	5125.424	5857.627	5625.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	3905.085	4962.712		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	3905.085	4962.712	4875.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6183.051	6915.254		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6183.051	6915.254	6375.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7159.322	8786.441		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7159.322	8786.441	7875.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	9193.220	10413.559		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	9193.220	10413.559	9750.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.346820779	20.924853675	8135.593	30541.622		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.346820779	20.924853675	8135.593	30541.622	19125.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.635838095	56.416180074	17410.169	21233.898		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.635838095	56.416180074	17410.169	21233.898	19500.000	BIO	INSECT			BUENO
10	Waveform 1	1	44.682077046	46.416180942	21884.746	25416.199		BIO	INSECT			BUENO
10	Spectrogram 1	1	44.682077046	46.416180942	21884.746	25416.199	23625.000	BIO	INSECT			BUENO
11	Waveform 1	1	52.254330724	53.930631157	21152.542	24439.928		BIO	INSECT			BUENO
11	Spectrogram 1	1	52.254330724	53.930631157	21152.542	24439.928	22875.000	BIO	INSECT			BUENO
12	Waveform 1	1	57.514445874	59.017335917	21233.898	24683.995		BIO	INSECT			BUENO
12	Spectrogram 1	1	57.514445874	59.017335917	21233.898	24683.995	22875.000	BIO	INSECT			BUENO
13	Waveform 1	1	33.063580945	49.132943712	10202.639	21673.826		BIO	INSECT			BUENO
13	Spectrogram 1	1	33.063580945	49.132943712	10202.639	21673.826	19125.000	BIO	INSECT			BUENO
14	Waveform 1	1	40.941454836	59.784915346	31584.103	42426.407		BIO	INSECT			BUENO
14	Spectrogram 1	1	40.941454836	59.784915346	31584.103	42426.407	37125.000	BIO	INSECT			BUENO
