Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	23.366334605	23.910889014	1113.402	6061.856		BIO	AVEVOC	PITSUL		BUENO
1	Spectrogram 1	1	23.366334605	23.910889014	1113.402	6061.856	4125.000	BIO	AVEVOC	PITSUL		BUENO
2	Waveform 1	1	28.514849010	35.891085993	2226.804	14288.660		BIO	HERPET			BUENO
2	Spectrogram 1	1	28.514849010	35.891085993	2226.804	14288.660	7125.000	BIO	HERPET			BUENO
3	Waveform 1	1	47.970292866	54.207916087	804.124	4762.887		PULSOS				
3	Spectrogram 1	1	47.970292866	54.207916087	804.124	4762.887	3000.000	PULSOS				
4	Waveform 1	1	5.099009458	9.306929885	1855.670	14103.093		BIO	HERPET			BUENO
4	Spectrogram 1	1	5.099009458	9.306929885	1855.670	14103.093	7875.000	BIO	HERPET			BUENO
5	Waveform 1	1	2.722772041	9.306929885	1917.526	3402.062		BIO	AVEVOC	MILCHI		REGULA
5	Spectrogram 1	1	2.722772041	9.306929885	1917.526	3402.062	3000.000	BIO	AVEVOC	MILCHI		REGULA
6	Waveform 1	1	17.722770739	19.455443856	371.134	1608.247		BIO	AVEVOC	CROMAJ		REGULA
6	Spectrogram 1	1	17.722770739	19.455443856	371.134	1608.247	750.000	BIO	AVEVOC	CROMAJ		REGULA
7	Waveform 1	1	40.247521259	42.871283407	371.134	3835.052		INDETE				
7	Spectrogram 1	1	40.247521259	42.871283407	371.134	3835.052	375.000	INDETE				
8	Waveform 1	1	0.000000000	59.999994792	4577.320	5319.588		BIO	INSECT			REGULA
8	Spectrogram 1	1	0.000000000	59.999994792	4577.320	5319.588	4875.000	BIO	INSECT			REGULA
9	Waveform 1	1	54.851480387	55.792074365	309.278	4453.608		BIO	AVEVOC	PITSUL		BUENO
9	Spectrogram 1	1	54.851480387	55.792074365	309.278	4453.608	3375.000	BIO	AVEVOC	PITSUL		BUENO
10	Waveform 1	1	0.000000000	59.999994792	8350.515	8597.938		BIO	INSECT			REGULA
10	Spectrogram 1	1	0.000000000	59.999994792	8350.515	8597.938	8625.000	BIO	INSECT			REGULA
11	Waveform 1	1	0.000000000	59.999994792	6309.278	6742.268		BIO	INSECT			REGULA
11	Spectrogram 1	1	0.000000000	59.999994792	6309.278	6742.268	6375.000	BIO	INSECT			REGULA
12	Waveform 1	1	0.000000000	59.999994792	7608.247	8103.093		BIO	INSECT			REGULA
12	Spectrogram 1	1	0.000000000	59.999994792	7608.247	8103.093	7875.000	BIO	INSECT			REGULA
13	Waveform 1	1	49.207916521	50.841579745	10515.464	23752.577		BIO	INSECT			REGULA
13	Spectrogram 1	1	49.207916521	50.841579745	10515.464	23752.577	17250.000	BIO	INSECT			REGULA
