Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	24.335258003	32.485546313	6589.831	11715.254		BIO	INSECT			BUENO
1	Spectrogram 1	1	24.335258003	32.485546313	6589.831	11715.254	9375.000	BIO	INSECT			BUENO
2	Waveform 1	1	37.167626831	59.999994792	6996.610	7810.169		BIO	INSECT			BUENO
2	Spectrogram 1	1	37.167626831	59.999994792	6996.610	7810.169	7500.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.057803463	16.589593936	6427.119	7077.966		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.057803463	16.589593936	6427.119	7077.966	6750.000	BIO	INSECT			BUENO
4	Waveform 1	1	17.283235494	38.959534190	6833.898	7647.458		BIO	INSECT			BUENO
4	Spectrogram 1	1	17.283235494	38.959534190	6833.898	7647.458	7500.000	BIO	INSECT			BUENO
5	Waveform 1	1	18.843929000	59.999994792	6427.119	6915.254		BIO	INSECT			BUENO
5	Spectrogram 1	1	18.843929000	59.999994792	6427.119	6915.254	6750.000	BIO	INSECT			BUENO
6	Waveform 1	1	42.716759298	59.999994792	8542.373	9111.864		BIO	INSECT			BUENO
6	Spectrogram 1	1	42.716759298	59.999994792	8542.373	9111.864	8625.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	3416.949	3823.729		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	3416.949	3823.729	3750.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	54.219648473	16108.475	28149.583		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	54.219648473	16108.475	28149.583	20250.000	BIO	INSECT			BUENO
9	Waveform 1	1	44.739880509	45.549128994	13993.220	22885.550		BIO	INSECT			BUENO
9	Spectrogram 1	1	44.739880509	45.549128994	13993.220	22885.550	19875.000	BIO	INSECT			BUENO
