Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	1.560693506	59.999994792	14266.778	24966.862		BIO	INSECT			BUENO
1	Spectrogram 1	1	1.560693506	59.999994792	14266.778	24966.862	19500.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	5288.136	5776.271		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	5288.136	5776.271	5625.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	6589.831	7322.034		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	6589.831	7322.034	6750.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	10006.780	12040.678		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	10006.780	12040.678	10875.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.635838095	59.999994792	0.000	2522.034		GEO	FLUAGU			
5	Spectrogram 1	1	0.635838095	59.999994792	0.000	2522.034	750.000	GEO	FLUAGU			
6	Waveform 1	1	13.063582681	38.670516874	3172.881	3498.305		BIO	INSECT			BUENO
6	Spectrogram 1	1	13.063582681	38.670516874	3172.881	3498.305	3375.000	BIO	INSECT			BUENO
7	Waveform 1	1	24.529540492	39.384815284	39755.741	49762.288		BIO	MURCIE	SAC_SP	BUSQUE	BUENO
7	Spectrogram 1	1	24.529540492	39.384815284	39755.741	49762.288	45375.000	BIO	MURCIE	SAC_SP	BUSQUE	BUENO
8	Waveform 1	1	52.450753582	58.500159218	39755.741	51114.524		BIO	MURCIE	SAC_SP	BUSQUE	BUENO
8	Spectrogram 1	1	52.450753582	58.500159218	39755.741	51114.524	45750.000	BIO	MURCIE	SAC_SP	BUSQUE	BUENO
