Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	2033.898			PULSOS			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	2033.898	375.000		PULSOS			
2	Waveform 1	1	0.000000000	59.999994792	3416.949	3986.441		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	3416.949	3986.441	3750.000	BIO	INSECT			REGULA
3	Waveform 1	1	54.855486568	59.999994792	2766.102	3416.949		BIO	INSECT			REGULA
3	Spectrogram 1	1	54.855486568	59.999994792	2766.102	3416.949	3000.000	BIO	INSECT			REGULA
4	Waveform 1	1	3.815028571	59.999994792	5125.424	6020.339		BIO	INSECT			REGULA
4	Spectrogram 1	1	3.815028571	59.999994792	5125.424	6020.339	5625.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	4800.000	5613.559		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	4800.000	5613.559	5250.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	6427.119	7322.034		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	6427.119	7322.034	6750.000	BIO	INSECT			REGULA
7	Waveform 1	1	11.445085712	51.445082239	8786.441	21640.678		BIO	INSECT			REGULA
7	Spectrogram 1	1	11.445085712	51.445082239	8786.441	21640.678	15750.000	BIO	INSECT			REGULA
