Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	50.404619902	10239.865	31755.087		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	50.404619902	10239.865	31755.087	16875.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	0.000	894.915		BIO	INDETE			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	894.915	375.000	BIO	INDETE			REGULA
3	Waveform 1	1	0.231213853	58.670515138	3579.661	4474.576		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.231213853	58.670515138	3579.661	4474.576	3750.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4718.644	5288.136		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5288.136	4875.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6427.119	7240.678		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6427.119	7240.678	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7159.322	8298.305		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7159.322	8298.305	7875.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.693641558	58.439301286	5369.492	6345.763		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.693641558	58.439301286	5369.492	6345.763	6000.000	BIO	INSECT			BUENO
