Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.635838095	31.734101292	2766.102	3172.881		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.635838095	31.734101292	2766.102	3172.881	3000.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	3416.949	4393.220		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3416.949	4393.220	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4718.644	5125.424		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5125.424	4875.000	BIO	INSECT			BUENO
4	Waveform 1	1	8.612716015	57.803463190	5532.203	5938.983		BIO	INSECT			BUENO
4	Spectrogram 1	1	8.612716015	57.803463190	5532.203	5938.983	5625.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6752.542	7240.678		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6752.542	7240.678	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	27.167627700	32.254332460	10088.136	20176.271		BIO	INSECT			BUENO
6	Spectrogram 1	1	27.167627700	32.254332460	10088.136	20176.271	15750.000	BIO	INSECT			BUENO
7	Waveform 1	1	27.976876184	46.127163626	8379.661	24734.784		BIO	INSECT			BUENO
7	Spectrogram 1	1	27.976876184	46.127163626	8379.661	24734.784	15750.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.404624242	59.999994792	20583.051	21640.678		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.404624242	59.999994792	20583.051	21640.678	21000.000	BIO	INSECT			BUENO
9	Waveform 1	1	59.421960160	59.884387865	10983.051	19798.325		BIO	INSECT			BUENO
9	Spectrogram 1	1	59.421960160	59.884387865	10983.051	19798.325	16500.000	BIO	INSECT			BUENO
10	Waveform 1	1	46.647394795	59.999994792	2928.814	3335.593		BIO	INSECT			BUENO
10	Spectrogram 1	1	46.647394795	59.999994792	2928.814	3335.593	3000.000	BIO	INSECT			BUENO
