Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	556.701	1422.680		BIO	HERPET			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	556.701	1422.680	1125.000	BIO	HERPET			BUENO
2	Waveform 1	1	0.000000000	59.999994792	2597.938	4391.753		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	2597.938	4391.753	3750.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	5072.165	5814.433		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	5072.165	5814.433	5250.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	6061.856	6556.701		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6061.856	6556.701	6375.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	7051.546	8041.237		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	7051.546	8041.237	7500.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	10886.598	19917.526		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	10886.598	19917.526	17250.000	BIO	INSECT			REGULA
