Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3091.525	4393.220		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	3091.525	4393.220	3750.000	BIO	INSECT			BUENO
2	Waveform 1	1	10.867051080	16.473987009	1952.542	2847.458		BIO	INSECT			BUENO
2	Spectrogram 1	1	10.867051080	16.473987009	1952.542	2847.458	2625.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	38.786123801	0.000	488.136		ANT	TRAMOT			
3	Spectrogram 1	1	0.000000000	38.786123801	0.000	488.136	0.000	ANT	TRAMOT			
4	Waveform 1	1	0.982658874	58.670515138	7322.034	8949.153		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.982658874	58.670515138	7322.034	8949.153	8250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7972.881	8461.017		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7972.881	8461.017	8250.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	5938.983	8298.305		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	5938.983	8298.305	8250.000	BIO	INSECT			REGULA
