Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	17.167628568	44.335256267	0.000	3254.237		PULSOS				
1	Spectrogram 1	1	17.167628568	44.335256267	0.000	3254.237	750.000	PULSOS				
2	Waveform 1	1	0.000000000	59.999994792	0.000	569.492		INDETE				
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	569.492	375.000	INDETE				
3	Waveform 1	1	0.000000000	59.999994792	2684.746	3498.305		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	2684.746	3498.305	3375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	3416.949	4474.576		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	3416.949	4474.576	4125.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	4555.932	5206.780		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	4555.932	5206.780	4875.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	5857.627	6508.475		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	5857.627	6508.475	6375.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	6508.475	7891.525		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7891.525	7125.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	8135.593	8542.373		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	8135.593	8542.373	8250.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	59.075139381	15538.983	20257.627		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.000000000	59.075139381	15538.983	20257.627	17250.000	BIO	INSECT			BUENO
10	Waveform 1	1	18.651770223	21.297766423	32067.085	50806.811		BIO	MURCIE			MUYMAL
10	Spectrogram 1	1	18.651770223	21.297766423	32067.085	50806.811	38625.000	BIO	MURCIE			MUYMAL
11	Waveform 1	1	22.916054122	30.742340193	26806.811	45217.770		BIO	MURCIE	MOLOSSI	BUSQUE	REGULA
11	Spectrogram 1	1	22.916054122	30.742340193	26806.811	45217.770	33000.000	BIO	MURCIE	MOLOSSI	BUSQUE	REGULA
12	Waveform 1	1	49.628642698	52.601705043	32408.121	45542.872		BIO	MURCIE			MUYMAL
12	Spectrogram 1	1	49.628642698	52.601705043	32408.121	45542.872	37125.000	BIO	MURCIE			MUYMAL
