Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	2847.458	3498.305		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	2847.458	3498.305	3375.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	4474.576	5125.424		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	4474.576	5125.424	4875.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	6264.407	7240.678		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	6264.407	7240.678	6750.000	BIO	INSECT			BUENO
4	Waveform 1	1	14.797686577	33.468205187	7484.746	8135.593		BIO	INSECT			BUENO
4	Spectrogram 1	1	14.797686577	33.468205187	7484.746	8135.593	7875.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	9193.220	10250.847		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	9193.220	10250.847	9750.000	BIO	INSECT			BUENO
6	Waveform 1	1	1.618496969	2.312138528	20094.915	28397.958		BIO	INSECT			BUENO
6	Spectrogram 1	1	1.618496969	2.312138528	20094.915	28397.958	27375.000	BIO	INSECT			BUENO
7	Waveform 1	1	3.468207791	59.999994792	19826.736	20396.227		BIO	INSECT			BUENO
7	Spectrogram 1	1	3.468207791	59.999994792	19826.736	20396.227	20250.000	BIO	INSECT			BUENO
