Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	2359.322		INDETE				
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	2359.322	375.000	INDETE				
2	Waveform 1	1	0.000000000	59.999994792	3172.881	3823.729		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3172.881	3823.729	3375.000	BIO	INSECT			BUENO
3	Waveform 1	1	4.450866666	30.867049344	4881.356	5613.559		BIO	INSECT			BUENO
3	Spectrogram 1	1	4.450866666	30.867049344	4881.356	5613.559	5250.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	7484.746	8623.729		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	7484.746	8623.729	8250.000	BIO	INSECT			BUENO
5	Waveform 1	1	44.046238951	53.294793062	7159.322	7484.746		BIO	INSECT			BUENO
5	Spectrogram 1	1	44.046238951	53.294793062	7159.322	7484.746	7500.000	BIO	INSECT			BUENO
