Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	39.710979212	49.999995660	1301.695	3010.169		BIO	AVEVOC	MILCHI		BUENO
1	Spectrogram 1	1	39.710979212	49.999995660	1301.695	3010.169	2625.000	BIO	AVEVOC	MILCHI		BUENO
2	Waveform 1	1	0.000000000	59.999994792	0.000	1138.983		BIO	MAMIFE	ALOSEN		BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	1138.983	750.000	BIO	MAMIFE	ALOSEN		BUENO
3	Waveform 1	1	0.000000000	59.999994792	3254.237	3823.729		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3254.237	3823.729	3375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	7159.322	8298.305		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	7159.322	8298.305	7875.000	BIO	INSECT			BUENO
5	Waveform 1	1	1.329479653	37.976875316	19688.136	43917.569		BIO	INSECT			BUENO
5	Spectrogram 1	1	1.329479653	37.976875316	19688.136	43917.569	24750.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	5694.915	6589.831		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	5694.915	6589.831	6375.000	BIO	INSECT			REGULA
7	Waveform 1	1	51.677466457	56.514868766	23236.617	52478.202		BIO	MURCIE	MOL_SP	BUSQUE	REGULA
7	Spectrogram 1	1	51.677466457	56.514868766	23236.617	52478.202	33750.000	BIO	MURCIE	MOL_SP	BUSQUE	REGULA
8	Waveform 1	1	54.014816849	54.398339543	37857.409	51172.774		BIO	MURCIE	MOL_SP	APROXI	REGULA
8	Spectrogram 1	1	54.014816849	54.398339543	37857.409	51172.774	40875.000	BIO	MURCIE	MOL_SP	APROXI	REGULA
9	Waveform 1	1	54.345072502	54.551038393	18798.162	41512.607		BIO	MURCIE	MOL_SP	TERMIN	REGULA
9	Spectrogram 1	1	54.345072502	54.551038393	18798.162	41512.607	30000.000	BIO	MURCIE	MOL_SP	TERMIN	REGULA
