Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	4.306930319	59.999994792	0.000	3092.784		BIO	AVEVOC			REGULA
1	Spectrogram 1	1	4.306930319	59.999994792	0.000	3092.784	375.000	BIO	AVEVOC			REGULA
2	Waveform 1	1	6.089108382	7.128712252	1670.103	2164.948		BIO	AVEVOC	CRYSOU		MALO
2	Spectrogram 1	1	6.089108382	7.128712252	1670.103	2164.948	1875.000	BIO	AVEVOC	CRYSOU		MALO
3	Waveform 1	1	26.930690732	46.386134587	4515.464	5628.866		BIO	INSECT			BUENO
3	Spectrogram 1	1	26.930690732	46.386134587	4515.464	5628.866	5250.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	5628.866	6680.412		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	5628.866	6680.412	6375.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6742.268	8164.948		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6742.268	8164.948	7500.000	BIO	INSECT			BUENO
6	Waveform 1	1	31.237621051	33.861383199	10020.619	20164.948		BIO	INSECT			BUENO
6	Spectrogram 1	1	31.237621051	33.861383199	10020.619	20164.948	15375.000	BIO	INSECT			BUENO
