Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	20.173408653	59.999994792	2818.839	3221.531		BIO	INSECT			BUENO
1	Spectrogram 1	1	20.173408653	59.999994792	2818.839	3221.531	3000.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	3566.695	4314.550		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3566.695	4314.550	4125.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4717.241	5867.788		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4717.241	5867.788	5250.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6385.534	6788.225		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6385.534	6788.225	6750.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7075.862	7421.026		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7075.862	7421.026	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7651.135	8398.990		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7651.135	8398.990	7875.000	BIO	INSECT			BUENO
7	Waveform 1	1	20.346819043	23.930633761	7996.299	31543.724		BIO	INSECT			BUENO
7	Spectrogram 1	1	20.346819043	23.930633761	7996.299	31543.724	14625.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.346820779	59.999994792	14194.557	20004.817		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.346820779	59.999994792	14194.557	20004.817	17625.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	59.847998223	32680.851	42212.766		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.000000000	59.847998223	32680.851	42212.766	37875.000	BIO	INSECT			BUENO
