Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	3.267326449	59.999994792	0.000	804.124		BIO	AVEVOC	MOMSUB		BUENO
1	Spectrogram 1	1	3.267326449	59.999994792	0.000	804.124	375.000	BIO	AVEVOC	MOMSUB		BUENO
2	Waveform 1	1	0.000000000	59.999994792	2907.216	3711.340		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	2907.216	3711.340	3375.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3835.052	4453.608		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	3835.052	4453.608	4125.000	BIO	INSECT			REGULA
4	Waveform 1	1	33.069304060	37.376234379	11381.443	12123.711		BIO	INSECT			BUENO
4	Spectrogram 1	1	33.069304060	37.376234379	11381.443	12123.711	12000.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.891089032	59.999994792	14103.093	30907.214		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.891089032	59.999994792	14103.093	30907.214	22125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	5505.155	7731.959		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	5505.155	7731.959	7125.000	BIO	INSECT			REGULA
