Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	813.559			INDETE			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	813.559	375.000		INDETE			
2	Waveform 1	1	0.000000000	59.999994792	4637.288	5776.271		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	4637.288	5776.271	5250.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	6345.763	6996.610		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	6345.763	6996.610	6750.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	6996.610	7566.102		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6996.610	7566.102	7500.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	7484.746	8705.085		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	7484.746	8705.085	8250.000	BIO	INSECT			REGULA
6	Waveform 1	1	2.716762770	49.421961028	11633.898	13098.305		BIO	INSECT			REGULA
6	Spectrogram 1	1	2.716762770	49.421961028	11633.898	13098.305	12375.000	BIO	INSECT			REGULA
7	Waveform 1	1	51.676296092	54.450862325	8216.949	28257.199		BIO	INSECT			REGULA
7	Spectrogram 1	1	51.676296092	54.450862325	8216.949	28257.199	17625.000	BIO	INSECT			REGULA
8	Waveform 1	1	0.000000000	59.999994792	8216.949	18630.508		BIO	INSECT			MALO
8	Spectrogram 1	1	0.000000000	59.999994792	8216.949	18630.508	8625.000	BIO	INSECT			MALO
9	Waveform 1	1	0.000000000	59.999994792	3661.017	4718.644		BIO	INSECT			REGULA
9	Spectrogram 1	1	0.000000000	59.999994792	3661.017	4718.644	4500.000	BIO	INSECT			REGULA
10	Waveform 1	1	9.404535595	11.135573320	53232.443	66589.918		BIO	MURCIE	VESPER	BUSQUE	REGULA
10	Spectrogram 1	1	9.404535595	11.135573320	53232.443	66589.918	57000.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
11	Waveform 1	1	24.389724856	26.699874651	50866.795	73790.965		BIO	MURCIE	MYCFNI	BUSQUE	BUENO
11	Spectrogram 1	1	24.389724856	26.699874651	50866.795	73790.965	55500.000	BIO	MURCIE	MYCFNI	BUSQUE	BUENO
12	Waveform 1	1	20.228718105	24.035443202	52424.748	62217.597		BIO	MURCIE	VESPER	BUSQUE	MUYMAL
12	Spectrogram 1	1	20.228718105	24.035443202	52424.748	62217.597	55500.000	BIO	MURCIE	VESPER	BUSQUE	MUYMAL
13	Waveform 1	1	44.575352506	51.089912865	52202.183	68449.411		BIO	MURCIE	MYCFNI	BUSQUE	BUENO
13	Spectrogram 1	1	44.575352506	51.089912865	52202.183	68449.411	55875.000	BIO	MURCIE	MYCFNI	BUSQUE	BUENO
