Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.282220107	10.555032009	4370.607	10428.115		BIO	AVEVOC	
1	Spectrogram 1	1	0.282220107	10.555032009	4370.607	10428.115	8250.000	BIO	AVEVOC	
2	Waveform 1	1	14.844777639	26.472246056	4677.316	10351.438		BIO	AVEVOC	
2	Spectrogram 1	1	14.844777639	26.472246056	4677.316	10351.438	8250.000	BIO	AVEVOC	
3	Waveform 1	1	41.937907931	57.234237741	4753.994	10504.792		BIO	INSECT	
3	Spectrogram 1	1	41.937907931	57.234237741	4753.994	10504.792	7500.000	BIO	INSECT	
4	Waveform 1	1	12.304796674	59.999994792	0.000	1686.901		BIO	AVEVOC	ORT_SP
4	Spectrogram 1	1	12.304796674	59.999994792	0.000	1686.901	375.000	BIO	AVEVOC	ORT_SP
5	Waveform 1	1	0.000000000	59.999994792	3220.447	3833.866		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	3220.447	3833.866	3750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	53.621820369	0.000	306.709		ANT		
6	Spectrogram 1	1	0.000000000	53.621820369	0.000	306.709	0.000	ANT		
7	Waveform 1	1	0.000000000	59.999994792	7437.700	8204.473		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7437.700	8204.473	7875.000	BIO	INSECT	
8	Waveform 1	1	10.837252117	59.999994792	3910.543	4677.316		BIO	INSECT	
8	Spectrogram 1	1	10.837252117	59.999994792	3910.543	4677.316	4125.000	BIO	INSECT	
