sensor_name,ID_MUEST_PT,TASA_MUEST,RES_BITS,MICROFONO,REF_GRAB,FECHA_INI,FECHA_FIN,HORA_INI,HORA_FIN,NUM_GRAB,TASA_GRAB,ESTACIONAL,ALTURA,GEOFONIA,ANTROPOFONIA,BIOFONIA,ACI_Q25,ACI_Q50,ACI_Q75,ADI_Q25,ADI_Q50,ADI_Q75,NDSI_Q25,NDSI_Q50,NDSI_Q75,BIO_Q25,BIO_Q50,BIO_Q75,AEI_Q25,AEI_Q50,AEI_Q75,NP_Q25,NP_Q50,NP_Q75,SC_Q25,SC_Q50,SC_Q75,HF_Q25,HF_Q50,HF_Q75,HT_Q25,HT_Q50,HT_Q75,ASU
G012,ANH_350,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,100.0,303.553451797283,306.5086387529144,309.90367206330325,3.0359644857261414,3.0506977148819976,3.062964752543986,0.8259780209160937,0.9038445847990035,0.958911201110476,45.16263686946412,60.57044256781677,74.1116867920436,0.6947904487637374,0.7585526370182587,0.8213601786823719,12.0,23.0,53.0,0.0405025186241835,0.09648869787610445,0.22778121577481228,0.7070391467967433,0.776706829759052,0.8407423881428633,0.9791112085096915,0.9885759036233239,0.9928377566379532,0.564453125
G013,ANH_214,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-26,2022-04-14,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,83.333,304.84053636249246,308.47010340369957,314.6411687984702,3.03013639783589,3.0474010146627606,3.0674307389195774,0.3048397368493484,0.8160956904163303,0.9569404937212914,15.278231885202985,31.2311670657379,57.241240495683016,0.6722140092258373,0.7561030157656092,0.8030173740993393,7.0,17.0,46.0,0.002996083305581675,0.0223350351418654,0.11989796141343632,0.7161387102009988,0.8051748249730963,0.8518100196130716,0.9254457680846848,0.9551074406473385,0.9788020789902361,0.5921223958333334
G014,ANH_121,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-29,2022-04-17,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,83.333,100.0,301.3387870343952,304.3979096061947,310.98763511782965,2.9861801215128567,3.017307327912974,3.0382056560692297,-0.8083127583776207,-0.4874146110056927,0.06511477583629255,27.06951396531721,42.339570492889315,67.19895561036263,0.33262844018920934,0.44887870128803514,0.6009552692874196,8.0,13.0,21.0,0.0068592411175121245,0.02343286334748445,0.06103151273909005,0.3384388418095754,0.4586265625432366,0.6198646085543797,0.9776948649471238,0.9839870414226228,0.9883397893822314,0.4860026041666667
G015,ANH_327,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-30,2022-04-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,100.0,302.9924573942894,306.4392198958159,310.9789066929106,3.028025031083645,3.0472039254263175,3.065579428764541,0.6134105217971556,0.8339034664007919,0.9479882877740458,23.40448839459605,39.84279264997835,56.6401649044045,0.5993620397021279,0.684789875332237,0.776041251680749,5.0,11.0,23.0,0.005769279515277325,0.02860428100556165,0.0693880307007308,0.62432055944902,0.7017747156477696,0.8175051920866367,0.9556672502220287,0.9781859553776933,0.989483141920438,0.5152994791666666
G016,ANH_360,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-22,2022-04-10,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,33.333,66.667,304.7061779406507,308.43791112503675,312.216808398278,3.0230573693604286,3.0400224175612447,3.053483194065747,0.6615476228346031,0.8432315804612073,0.9179365749871014,19.769205726076724,35.1839195650407,57.142105102750044,0.6884596478157741,0.7341901138760021,0.7723622655728591,3.0,18.0,50.0,0.0006769649245635751,0.01416687862792445,0.08717332836863248,0.7201059524728238,0.7729408128544545,0.8190673268555297,0.9387924565283519,0.9586983367319544,0.975627703980116,0.3196614583333333
G017,ANH_058,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-19,2022-04-07,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,100.0,306.7873812151027,313.18258616911817,324.133329748431,3.0323475916003266,3.048512581876224,3.067020606136207,0.7026651772180086,0.8762404442625473,0.9570990038055123,17.405617650216826,33.141887174985,68.86082376625387,0.6446691929049189,0.7009218229979239,0.7790895556759148,5.0,31.0,46.0,0.000912963026089975,0.04023024674038545,0.0711774644538785,0.7014995715410766,0.7800685046830111,0.8838781859736888,0.8764680702685621,0.9422209230333388,0.9760663879673721,0.3932291666666667
G018,ANH_182,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-20,2022-04-08,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,16.667,100.0,306.25907356141846,309.6353180471292,317.10687496794463,3.013438240176554,3.0333538843021195,3.0487908458788504,0.24118928480482826,0.5792053250306464,0.8577412105393416,8.01575853416322,20.574453604673046,46.29076354652226,0.5089115606737323,0.6094680450271964,0.7672861589115554,2.0,8.0,12.0,7.844751708145518e-05,0.0098087803530706,0.0256009866468777,0.53468013593231,0.6849731009666578,0.8452938373807278,0.9109800357074271,0.961044109579563,0.9757993169606656,0.3212890625
G019,ANH_222,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,83.333,306.886834769504,316.87256320719575,333.4885074121731,2.987659069664307,3.030918071034206,3.050651253504077,0.22727617669428735,0.6507682258109212,0.8475286515466196,14.51777078340643,31.521219473050493,49.13568158529252,0.5647418809730322,0.6585298714735772,0.7424237925369376,5.0,12.0,34.0,0.0006068210443877,0.00731725224788185,0.03719745261901078,0.6202738356289004,0.7240101919300643,0.8217251285589116,0.8575364651932132,0.9326704295458954,0.9707526096966481,0.4912109375
G020,ANH_077,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-26,2022-04-14,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,100.0,305.8659095884455,312.7622849561873,319.80429266765816,2.9936657041891026,3.020462977532212,3.037023262912643,0.40289015462450867,0.6732125648071615,0.8521267477593515,21.027017638688523,39.71816278221218,58.02861253480813,0.6716939809898408,0.7141249253575284,0.763308528141859,6.0,18.0,28.0,0.00239669183105675,0.02439040379275165,0.0419934584822525,0.696676547015433,0.7463315679715837,0.806278327004105,0.9313395496182714,0.970911787891716,0.9839575816038566,0.3421223958333333
G021,ANH_217,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-19,2022-04-07,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,100.0,304.127946676545,309.32580530395745,317.2872524445439,3.0144923555187235,3.0384039137249808,3.0575618964424116,0.49914620252853903,0.7702440188069434,0.9283734055815417,16.328208384243812,34.982782781351375,57.28954181570841,0.5872409971507989,0.6720816384309843,0.7447039684227511,5.0,14.0,28.0,0.000871226324801525,0.0186185020763462,0.0362064791093606,0.6392502802987869,0.7483886976459637,0.8235891821099087,0.8889300020475596,0.9460664484863457,0.9740594342122053,0.3509114583333333
G022,ANH_235,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-20,2022-04-08,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,50.0,100.0,306.5200313007533,314.0078986194445,320.58970193606365,3.025299308946484,3.0395030855307206,3.0559881591503157,0.6079523450776105,0.8135716996050799,0.9824889049296215,36.381471887991935,61.36333194083805,72.23806249951704,0.7066451413101125,0.7632103022868924,0.7955254282248726,15.0,30.0,51.0,0.019803955502994974,0.038743895734290545,0.08887120359905845,0.7621640704080762,0.805250706436631,0.8523430973141937,0.9074446980175777,0.9488682839625227,0.9727295997472474,0.4853515625
G024,ANH_238,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-23,2022-04-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,66.667,33.333,66.667,304.1612107600734,307.72940863636495,313.9162763963356,3.005099484361211,3.033783414020711,3.0510803806195783,0.23424890709869292,0.648763856767411,0.8229487894589749,23.41169350730278,39.31028478276043,50.81053222760758,0.6455006005800328,0.7263258726598456,0.7795600372364079,5.0,9.0,17.0,0.0005880286029698499,0.005424460066936,0.016919752778877625,0.690453724457533,0.765468573972712,0.813580940935581,0.9007675729782881,0.963430832399403,0.9869736058729244,0.3255208333333333
G025,ANH_192,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-29,2022-04-17,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,100.0,299.2808443149328,305.38052969424643,311.98477306134464,3.0359946249454155,3.0470230668516316,3.061979743269927,0.7595823399463641,0.8881589405922377,0.9448956748564945,47.09266424519322,62.87881198099119,77.67819562204727,0.6683498224824204,0.7098199509876872,0.7510373902044031,23.0,31.0,43.0,0.08041220127666228,0.138852542267697,0.20522853793931697,0.6786638258738446,0.7245513054350059,0.7677827524033671,0.9818914833089287,0.9906866312432674,0.9932779994248826,0.7122395833333334
G026,ANH_081,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-25,2022-04-13,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,66.667,306.52821195649994,316.15869209423147,328.0054948578646,0.0,0.0,3.0057422825036926,-0.7636512903746031,0.6019452375257162,0.8672694290482734,21.808472714686207,41.06556419989016,62.33030066156171,0.3999281139179747,0.5792621152361024,0.6411759122599158,12.0,16.0,22.0,0.0098817649511352,0.029460429673876798,0.0611007825522233,0.4629594207081149,0.6054534291690131,0.6615364061158561,0.8737655311256659,0.963310661605963,0.9859223969928271,0.3483072916666667
G027,ANH_282,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-28,2022-04-16,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,0.0,83.333,299.7991146588463,300.93582760134177,303.8348029947941,3.0339141620856305,3.057160946247019,3.0766006846533953,0.07015678952392408,0.31717395281925903,0.7854006069649372,6.87814386467562,10.494687586357548,19.677409216162378,0.57089214712845,0.7198875584281312,0.8683321501574769,0.0,2.0,4.0,0.0,1.7481340853806167e-06,0.001252975105696475,0.6101225308295016,0.753397941566218,0.8776409869054799,0.9606007024819165,0.9868290085248892,0.994766516183462,0.2138671875
G031,ANH_069,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,83.333,301.3935200604824,304.54257236454356,308.5376866781237,3.0451119076792135,3.068234464111932,3.081196374560818,0.11482834420086516,0.6128242387127042,0.9524750076816486,5.8230543281374425,14.145847412642961,29.963680545513235,0.7324528741926735,0.8092751834200614,0.8668196820163074,1.0,3.0,20.25,1.7481340853806167e-06,0.0001145027825924,0.010064007929536175,0.8053154260460694,0.8552882162982279,0.8923438336651566,0.9157584874524021,0.9663561968581171,0.9878639616460452,0.3665364583333333
G032,ANH_230,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-24,2022-04-12,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,33.333,83.333,308.31586649080054,312.8148578621958,321.20814676383276,3.01881389379088,3.035140549481464,3.053037804485883,0.2516228962714323,0.47105210557564275,0.6600883646533668,16.44460401108748,34.211078618137826,61.004817525219565,0.6359958984866338,0.7125375649792247,0.7780616993809165,9.0,25.0,40.0,0.002432310063046425,0.0249891397169945,0.04579062423245987,0.6998241439728958,0.7855534462943533,0.8823608354278598,0.8649519454602678,0.9494213879859539,0.9796184312769853,0.4384765625
G033,ANH_159,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-20,2022-04-08,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,100.0,306.03015173209246,310.6344963432566,317.0929184741632,3.033238293143332,3.048607088523302,3.0684569390816083,0.44967376962480476,0.7081287699116205,0.8806956564020095,14.268546411607709,40.37591496782409,57.37762836702554,0.7142325238340396,0.7707103115767642,0.8190107205079548,7.0,18.0,33.0,0.001438714352268225,0.01075102462509075,0.030495106535661475,0.7838179572292958,0.8377282939703241,0.8861825012393019,0.8949753129197366,0.9457492648423698,0.9716661835295531,0.4300130208333333
G035,ANH_334,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-30,2022-04-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,66.667,16.667,83.333,303.797180946088,309.8783687468449,325.81767327127574,3.0416200920825665,3.056302117857248,3.0697099279295936,0.5214927648198653,0.7836022015041416,0.9164411583549442,19.071321039741317,33.648021602385825,59.40963137775306,0.6037841809223181,0.7200448424332604,0.8083992362439663,8.0,19.0,47.0,0.01230751951136155,0.03943091242984515,0.13851930420767133,0.6314679381167709,0.7550325398330867,0.8436398417663558,0.9522413082355,0.9719574645471702,0.9849016370821119,0.7037760416666666
G036,ANH_289,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-22,2022-04-10,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,50.0,83.333,307.94637244702113,316.14172201285544,338.1536641186863,3.0107858206908733,3.036731462632855,3.0588433571446636,-0.013208320909808176,0.6443451631967809,0.8476195003882845,15.039257388185197,26.745082896948837,56.93172676556852,0.5739297720930262,0.6780271270832061,0.7498027018245641,10.0,39.0,56.0,0.005446093226242575,0.05136673493130265,0.08945792110146428,0.6523406121866284,0.7593953495862608,0.8190481910246035,0.8699181424366298,0.9114720397691278,0.9410336937985031,0.5973307291666666
G047,ANH_375,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-22,2022-04-10,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,0.0,83.333,304.1428678520384,308.5940622778718,315.85686204564485,2.987100390177191,3.0264394278334885,3.0429516977195177,0.2628054295288492,0.5524447286061585,0.7779352698853808,17.132629955983155,37.93943869700054,61.86350789478857,0.5645252442644605,0.6561544790955982,0.7318236736048019,4.0,15.0,28.0,0.000531214245194975,0.0188107968257381,0.055540842093670224,0.608622209528875,0.7032559387183204,0.7952376242544039,0.9016544147167421,0.9573978475004323,0.9815623886620739,0.3232421875
G037,ANH_228,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-29,2022-04-17,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,83.333,306.16216189764566,310.48158734132573,317.13719193646,3.0314479388899285,3.047523177377911,3.0643465663390956,0.4839859152788222,0.7114839847800358,0.8674918785174962,15.709545052550892,34.41645467101562,57.89624343988497,0.6021966182563299,0.6722851458083874,0.7820402070743682,4.0,10.0,19.0,0.000606602527627025,0.01537134301275175,0.04212041672020325,0.6265233515302069,0.732610368580559,0.8532886423247339,0.9158189173579918,0.9671083589340156,0.9838929541526893,0.3444010416666667
G038,ANH_364,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-19,2022-04-07,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,0.0,100.0,306.058421910631,317.15952171281015,328.74138035060895,3.0202228221026886,3.0409090071075573,3.05816207117013,0.6355396491032171,0.7528688035904727,0.86629113416753,15.6900365503006,31.60098982535183,68.62797630364177,0.6278891662027668,0.7048115795663952,0.8280176515177069,2.0,21.0,45.0,0.0001686949392392,0.0128081414100624,0.06133437696938225,0.69313561427876,0.8073223719845437,0.9155496517258311,0.8941960220477579,0.9538062927321662,0.9783563744679885,0.4069010416666667
G039,ANH_099,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-27,2022-04-15,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,50.0,33.333,100.0,305.1889163012338,308.83568894443795,317.31401357219096,3.0347114567244406,3.044645516149312,3.0563794039116363,-0.40071621080159425,0.4819881332852008,0.843335743852105,12.471373233414791,21.513739608231113,40.23129245668197,0.5089054970364585,0.6086593240358693,0.7097722632171642,6.0,16.0,39.0,0.000483577591368375,0.0151427744810882,0.04469891449613965,0.5497498792327878,0.6448654590624807,0.7675294200194724,0.9307067339312429,0.9670117920598668,0.9799588239271149,0.4176432291666667
G040,ANH_250,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-31,2022-04-19,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,50.0,100.0,303.26698153757667,308.4274918948795,318.60982499806596,3.0300624968442813,3.0431145606981636,3.0547280607287566,0.4467331644639815,0.6906434155019685,0.846996695717583,19.49221101179827,35.69359072003195,59.62888658431201,0.6920142365761204,0.7582021345608324,0.8251352761265868,13.0,27.0,44.0,0.0025240871025288747,0.04009957371750325,0.11105961399451252,0.7473133235884635,0.8112772889463348,0.8728266530670405,0.913696798070472,0.9673345424522775,0.9828792347467329,0.5524088541666666
G041,ANH_280,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-30,2022-04-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,50.0,0.0,83.333,307.9073773648124,312.9796907979235,319.7780739642493,3.040539734475506,3.056735867899617,3.073042108606219,0.746022080237837,0.9051407666621661,0.9595444530246162,33.17735893964077,43.46621547478507,57.54689564100472,0.7278523812924085,0.7780569488076916,0.8314008757866517,11.0,16.0,23.0,0.01809646553509945,0.0321761559755156,0.05688100538687512,0.7424794340856932,0.7957356203625108,0.8497932272516067,0.9746308579050567,0.9907538945737164,0.9934320815424649,0.5511067708333334
G042,ANH_272,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-31,2022-04-19,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,100.0,307.7490359887641,316.7134363232261,337.3394553939901,3.0243428637811465,3.0385388047984803,3.049462505310471,0.2969364132537469,0.5937431817728405,0.8480451640552854,13.443164426968039,33.72129324891563,61.027585862050415,0.5552433260393712,0.6338726170219271,0.7129385345738746,5.0,11.0,18.0,0.00090531493946645,0.019560746348366402,0.03785955840384868,0.6076839774247772,0.6921639453132988,0.8268524433728781,0.8872791236854258,0.9508602697701294,0.9741395781932097,0.3518880208333333
G044,ANH_395,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-31,2022-04-19,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,50.0,0.0,83.333,302.41116801212206,305.9367994683186,312.7611124537382,3.026633445065679,3.0426771801625696,3.058437936341523,0.5881046392883854,0.8314128127423052,0.9240566220966102,23.417440816601584,42.67756532925348,80.75105392983176,0.6470195003889087,0.7178750151031332,0.7689579967248626,6.0,20.0,39.0,0.010506504369898102,0.03950957846368725,0.09117087398837662,0.6765207043213863,0.7353916540979377,0.7951065228200913,0.9600472655800865,0.9841403888097819,0.9897541601947772,0.4482421875
G045,ANH_254,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-20,2022-04-08,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,16.667,100.0,305.4770240579373,309.0434861692114,319.09428541067666,3.023164890756921,3.0416969894350894,3.0551705477726245,0.36310141336980045,0.7515300641500631,0.9283318379531693,6.997883376022178,27.69164469670933,52.508326617948626,0.5282073351804218,0.6673000962830056,0.7926546643527393,3.0,10.0,20.0,0.00012149531893390002,0.01701983345526565,0.0292762200446298,0.5660638065775333,0.7260694008265227,0.8665013444217372,0.9111032964651156,0.9581825871924596,0.9747936359652553,0.5146484375
G046,ANH_038,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-30,2022-04-18,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,33.333,16.667,83.333,306.8298874742795,312.56865732169086,321.5997937633754,3.050373701507477,3.067783281367975,3.0821411363805726,0.5732656550163348,0.7944130745022713,0.898091724325521,20.697750703680654,39.33882687799186,64.45484074086144,0.6574488159123163,0.7231511445476333,0.7988270594012011,14.0,20.0,30.0,0.012087473133364226,0.0425897907221279,0.07933622474711052,0.6761415278661691,0.7474640563781444,0.8306045644024521,0.9522069734071297,0.9790515406542518,0.9867710975338229,0.8740234375
G049,ANH_194,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-29,2022-04-17,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,0.0,33.333,100.0,320.49522532118834,330.7344011507885,340.215905879279,2.988191793171632,3.030032444678445,3.0436499265179697,0.12915536643595626,0.6048707023894079,0.8500050253127991,27.026848835571514,49.546676678133466,66.8768008322077,0.6308696539247608,0.7068175784883127,0.7501896254151654,20.0,31.0,44.0,0.018837892904061473,0.065340881776314,0.10014207959778926,0.6514534952536922,0.7235977208374088,0.7759797712234788,0.9299586882593844,0.976094651448246,0.9887546064793565,0.7239583333333334
G048,ANH_064,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-29,2022-04-17,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,66.667,83.333,308.92049406130155,314.0584913137858,322.24869533799574,3.0246529584386286,3.0388771445074845,3.053195000705621,0.18991991145332424,0.6906821558748801,0.9291269935981777,12.188585150539392,27.373799847505456,53.9430587355992,0.6756988398592574,0.7669866766860431,0.8154710667969913,6.0,15.0,36.0,0.000366452607647875,0.00525663919473945,0.10506089188052897,0.7258779876816777,0.8208534600938933,0.8505649648210082,0.9102351492374731,0.9571364377107282,0.9824029158323322,0.4983723958333333
G050,ANH_241,192000.0,16.0,Audiomoth v1.20,Audiomoth v1.20,2022-03-23,2022-04-11,00:00:00,23:30:00,960.0,60 segundos cada 1800 segundos,Aguas bajas T2,1.5,16.667,16.667,83.333,306.1972166636625,309.75462343895276,315.5231480739061,3.0138242434962947,3.0352224905398515,3.0512071736613864,0.4745018601578628,0.7173985160730412,0.8875928138664623,18.815522956614235,37.049505202400525,65.29342182978212,0.6553348740125835,0.7140871965854549,0.7679196962042205,7.0,17.0,36.0,0.00124947883752575,0.0166789473086164,0.056313298842647824,0.7024463458420638,0.7680409834897592,0.8382347001098056,0.8965485034940056,0.9570521843229818,0.981078202195686,0.3821614583333333
