ACI,ADI,BI,H,Hf,Ht,NDSI,NP,SC,date,fname,sensor_name
339.846099936893,2.9036971204338657,39.74245941195999,0.38758471665889715,0.6059548278920427,0.6396264190306105,-0.2485847752188143,72.0,0.00385376159122157,2022-03-27 16:30:00,G001_20220327_163000.WAV,G001
305.1259669792611,3.042486993705382,32.223026821086,0.6111824790312764,0.6257364596015146,0.9767410379451016,0.16117959215697633,4.0,0.009366502429469344,2022-03-27 17:00:00,G001_20220327_170000.WAV,G001
307.26777510241914,3.0437835648039275,52.00995704574138,0.6216162283584183,0.6273933159015445,0.9907919204800187,0.3343838408009984,5.0,0.024139109517978246,2022-03-27 17:30:00,G001_20220327_173000.WAV,G001
305.526268239169,3.023210572679383,67.99575065691138,0.6619775800855424,0.6755957365602838,0.9798427436145813,0.5671053569814096,20.0,0.03945626037408321,2022-03-27 18:00:00,G001_20220327_180000.WAV,G001
302.34400656798175,2.997336570249561,83.42302334673103,0.8415832358280558,0.8491456482890354,0.9910940926609972,0.8951653055290213,50.0,0.2076966847511138,2022-03-27 18:30:00,G001_20220327_183000.WAV,G001
307.8588648094251,3.0242269509878343,99.67127208104516,0.716210646248269,0.7321792666151514,0.9781902860474253,0.8026314263216475,65.0,0.1555568375205515,2022-03-27 19:00:00,G001_20220327_190000.WAV,G001
301.8326986665546,3.0350179332402236,96.33150835973429,0.7660153284449936,0.7723905742810674,0.9917460854024432,0.7281555625929543,37.0,0.12130826858681715,2022-03-27 19:30:00,G001_20220327_193000.WAV,G001
303.52038529080767,3.0343555514889657,102.18982493201973,0.7515533920241185,0.7595414996195361,0.989482987302973,0.8409397452411672,56.0,0.15173104607469604,2022-03-27 20:00:00,G001_20220327_200000.WAV,G001
303.8885091979299,3.0420915344223403,98.20321362250853,0.7528169342238702,0.7631828756397486,0.9864174868871514,0.8398021068790602,52.0,0.12763738804293767,2022-03-27 20:30:00,G001_20220327_203000.WAV,G001
321.18146583594853,3.0409857323529144,83.77879813574383,0.7448562835326238,0.7669354477602813,0.9712111830374559,0.7731108937654614,49.0,0.11304483876522299,2022-03-27 21:00:00,G001_20220327_210000.WAV,G001
309.39355588378316,2.9948521761288225,90.47303551617651,0.7509277418595979,0.7665545832984397,0.9796141830219051,0.7452190541242725,59.0,0.09136622797241793,2022-03-27 21:30:00,G001_20220327_213000.WAV,G001
304.65874580575183,3.0561619434733025,92.18240775021498,0.7149180718687894,0.7227148166031092,0.9892118653787038,0.799355642192549,53.0,0.09610804167901286,2022-03-27 22:00:00,G001_20220327_220000.WAV,G001
305.92638352187976,3.060247083832496,94.6027182393603,0.7774631226140497,0.7983807621712922,0.9737999203533482,0.7421146411647008,58.0,0.09952214754776122,2022-03-27 22:30:00,G001_20220327_223000.WAV,G001
307.4256548078192,3.043829149930488,88.91040306142128,0.7248909830858454,0.7450256013874879,0.9729745954177347,0.7485005897138767,64.0,0.07797115054318896,2022-03-27 23:00:00,G001_20220327_230000.WAV,G001
308.7680823779548,3.05333550005307,84.67240910418025,0.7295648940873697,0.7517030771612467,0.970549298324705,0.620583483530692,58.0,0.05788858617033643,2022-03-27 23:30:00,G001_20220327_233000.WAV,G001
307.0563135704318,3.0770955015183152,89.6030483029964,0.7432953068299469,0.757541481417344,0.9811941986850109,0.638443744969992,55.0,0.0772815116465063,2022-03-28 00:00:00,G001_20220328_000000.WAV,G001
305.76894231774406,3.065518250086261,89.18146889443464,0.7800765603434399,0.8018366117325296,0.9728622376794783,0.6920752490525521,56.0,0.07559194005298595,2022-03-28 00:30:00,G001_20220328_003000.WAV,G001
305.08229544015114,3.0641738079906893,85.086480211027,0.7145229776046312,0.723907433455422,0.9870363869507515,0.6902727460089161,27.0,0.06563456830265794,2022-03-28 01:00:00,G001_20220328_010000.WAV,G001
308.1675690944173,3.0757738011559015,80.80262322006233,0.7371699587902062,0.7469729982641904,0.9868763134721543,0.5781947089674444,36.0,0.056898268210968314,2022-03-28 01:30:00,G001_20220328_013000.WAV,G001
303.9449758701267,3.0699487719480167,83.47619777483688,0.7482183180118334,0.7576304516934448,0.9875768804427362,0.558502131057127,36.0,0.06597458038226447,2022-03-28 02:00:00,G001_20220328_020000.WAV,G001
305.1759608731953,3.075713700977499,82.48765068769976,0.7291481179396376,0.7395463971649742,0.98593965265033,0.5532270024491287,36.0,0.06348261524355442,2022-03-28 02:30:00,G001_20220328_023000.WAV,G001
308.60277805930707,3.057179107939241,78.31880315355367,0.7218755923997182,0.734459222736306,0.9828668087389437,0.45228746433216444,34.0,0.05259261395867586,2022-03-28 03:00:00,G001_20220328_030000.WAV,G001
331.2405039779553,3.0223120558218777,22.111113779791108,0.8560677124000805,0.8977942694413639,0.9535232530864259,0.4442806425778807,55.0,0.45560919413640866,2022-03-28 03:30:00,G001_20220328_033000.WAV,G001
336.5410167901851,2.99363916466235,43.06782993357334,0.7110785555044628,0.780128824399653,0.9114886327289242,0.7896952572822709,24.0,0.026056812609640784,2022-03-28 04:00:00,G001_20220328_040000.WAV,G001
330.3583777055228,3.027017133652102,59.808404620465474,0.691275299859692,0.7092937469591818,0.9745966361937677,0.653207477102119,16.0,0.03419088050891679,2022-03-28 04:30:00,G001_20220328_043000.WAV,G001
326.7514888166761,3.0304543797798416,41.19863266624709,0.685540283124933,0.7417939095749764,0.9241654242183319,0.48043968283039973,21.0,0.01371935630206708,2022-03-28 05:00:00,G001_20220328_050000.WAV,G001
361.2657555755276,2.952704144757812,36.316382679548816,0.6598995864931831,0.8253653604410042,0.799524208455501,0.1918583557524897,37.0,0.004147448117565513,2022-03-28 05:30:00,G001_20220328_053000.WAV,G001
345.600114741482,2.978527672987256,45.46776545979131,0.57419508711135,0.7273843193889026,0.7893971203472582,0.7948314336906445,30.0,0.009614737469593394,2022-03-28 06:00:00,G001_20220328_060000.WAV,G001
