Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.195121934	59.999994792	0.000	439.791		ANT	TRAMOT	
1	Spectrogram 1	1	0.195121934	59.999994792	0.000	439.791	375.000	ANT	TRAMOT	
2	Waveform 1	1	38.829264922	59.951214308	2638.743	3267.016		BIO	INSECT	
2	Spectrogram 1	1	38.829264922	59.951214308	2638.743	3267.016	3000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.951214308	3141.361	4146.597		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.951214308	3141.361	4146.597	3750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.951214308	4083.770	5654.450		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.951214308	4083.770	5654.450	4875.000	BIO	INSECT	
5	Waveform 1	1	18.097559405	58.829263186	5654.450	9801.047		BIO	INSECT	
5	Spectrogram 1	1	18.097559405	58.829263186	5654.450	9801.047	8250.000	BIO	INSECT	
6	Waveform 1	1	0.439024352	59.560970440	6157.068	6910.995		BIO	INSECT	
6	Spectrogram 1	1	0.439024352	59.560970440	6157.068	6910.995	6750.000	BIO	INSECT	
7	Waveform 1	1	0.243902418	59.951214308	7790.576	8481.675		BIO	INSECT	
7	Spectrogram 1	1	0.243902418	59.951214308	7790.576	8481.675	8250.000	BIO	INSECT	
8	Waveform 1	1	5.268292226	18.243900855	8104.712	36741.566		BIO	INSECT	
8	Spectrogram 1	1	5.268292226	18.243900855	8104.712	36741.566	15750.000	BIO	INSECT	
9	Waveform 1	1	21.219510353	56.097556106	8418.848	23183.246		BIO	INSECT	
9	Spectrogram 1	1	21.219510353	56.097556106	8418.848	23183.246	16875.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.365848505	11811.518	18094.241		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.365848505	11811.518	18094.241	16125.000	BIO	INSECT	
11	Waveform 1	1	0.149147714	4.957385933	19500.000	27750.000			INDETE	
11	Spectrogram 1	1	0.149147714	4.957385933	19500.000	27750.000	23250.000		INDETE	
12	Waveform 1	1	18.724471738	58.681126286	20812.500	26437.500			INDETE	
12	Spectrogram 1	1	18.724471738	58.681126286	20812.500	26437.500	23250.000		INDETE	
