Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	18085.707	25140.020		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	18085.707	25140.020	21000.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	3450.479	4063.898		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	3450.479	4063.898	3750.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	4600.639	5137.380		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	4600.639	5137.380	4875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	5750.799	6364.217		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	5750.799	6364.217	6000.000	BIO	INSECT	
5	Waveform 1	1	11.627468417	21.448728148	6364.217	6747.604		BIO	INSECT	
5	Spectrogram 1	1	11.627468417	21.448728148	6364.217	6747.604	6375.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6670.927	7130.990		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6670.927	7130.990	7125.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	7207.668	7821.086		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7207.668	7821.086	7500.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	8204.473	8741.214		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	8204.473	8741.214	8250.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	51.646279618	306.709	843.450		BIO	AVEVOC	ZENAUR
9	Spectrogram 1	1	0.000000000	51.646279618	306.709	843.450	375.000	BIO	AVEVOC	ZENAUR
10	Waveform 1	1	38.946374794	47.469422032	843.450	2300.319		BIO	AVEVOC	CAMGRY
10	Spectrogram 1	1	38.946374794	47.469422032	843.450	2300.319	1500.000	BIO	AVEVOC	CAMGRY
