Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	9759.429	28736.097		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	9759.429	28736.097	16125.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	0.000	690.096		ANT	TRAMOT	
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	690.096	0.000	ANT	TRAMOT	
3	Waveform 1	1	0.000000000	59.999994792	3450.479	4370.607		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	3450.479	4370.607	3750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	58.839453306	5290.735	5750.799		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	58.839453306	5290.735	5750.799	5625.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	5980.831	6900.958		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	5980.831	6900.958	6375.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	7054.313	8357.827		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	7054.313	8357.827	7875.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	8357.827	9661.342		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	8357.827	9661.342	9375.000	BIO	INSECT	
