Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	12.191908631	12.530572760	13188.498	22696.486		BIO	INSECT	
1	Spectrogram 1	1	12.191908631	12.530572760	13188.498	22696.486	18000.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	7361.022	7897.764		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	7361.022	7897.764	7875.000	BIO	INSECT	
3	Waveform 1	1	24.891813455	57.460013827	5444.089	10121.406		BIO	AVEVOC	
3	Spectrogram 1	1	24.891813455	57.460013827	5444.089	10121.406	7875.000	BIO	AVEVOC	
4	Waveform 1	1	0.564440214	59.999994792	4217.252	4600.639		BIO	INSECT	
4	Spectrogram 1	1	0.564440214	59.999994792	4217.252	4600.639	4500.000	BIO	INSECT	
5	Waveform 1	1	1.015992386	59.999994792	1380.192	3220.447		BIO	AVEVOC	
5	Spectrogram 1	1	1.015992386	59.999994792	1380.192	3220.447	2250.000	BIO	AVEVOC	
7	Waveform 1	1	0.000000000	59.999994792	0.000	460.064		ANT	TRAMOT	
7	Spectrogram 1	1	0.000000000	59.999994792	0.000	460.064	375.000	ANT	TRAMOT	
