Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.951214308	0.000	314.136		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.951214308	0.000	314.136	0.000	ANT	TRAMOT	
2	Waveform 1	1	0.243902418	59.999994792	2387.435	3832.461		BIO	INSECT	
2	Spectrogram 1	1	0.243902418	59.999994792	2387.435	3832.461	3375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.902433825	4335.079	5717.277		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.902433825	4335.079	5717.277	4875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.853653341	5842.932	7162.304		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.853653341	5842.932	7162.304	6375.000	BIO	INSECT	
5	Waveform 1	1	0.097560967	59.951214308	7225.131	8167.539		BIO	INSECT	
5	Spectrogram 1	1	0.097560967	59.951214308	7225.131	8167.539	7500.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.951214308	8418.848	10052.356		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.951214308	8418.848	10052.356	9375.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	9.853657681	9675.393	20167.539		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	9.853657681	9675.393	20167.539	16125.000	BIO	INSECT	
8	Waveform 1	1	49.463410340	59.999994792	9801.047	19602.094		BIO	INSECT	
8	Spectrogram 1	1	49.463410340	59.999994792	9801.047	19602.094	16500.000	BIO	INSECT	
9	Waveform 1	1	10.048779616	49.999995660	10303.665	11308.901		BIO	INSECT	
9	Spectrogram 1	1	10.048779616	49.999995660	10303.665	11308.901	10875.000	BIO	INSECT	
10	Waveform 1	1	13.463413465	28.975607241	13256.545	32795.812		BIO	INSECT	
10	Spectrogram 1	1	13.463413465	28.975607241	13256.545	32795.812	22500.000	BIO	INSECT	
11	Waveform 1	1	6.390243348	32.731704476	13821.990	18785.340		BIO	INSECT	
11	Spectrogram 1	1	6.390243348	32.731704476	13821.990	18785.340	18000.000	BIO	INSECT	
12	Waveform 1	1	0.986460263	57.621581118	34655.602	44215.768		BIO	INSECT	
12	Spectrogram 1	1	0.986460263	57.621581118	34655.602	44215.768	39000.000	BIO	INSECT	
