fname,num_detections
G022_20211111_063000.WAV,11
G022_20211111_070000.WAV,11
G022_20211111_073000.WAV,12
G022_20211111_080000.WAV,6
G022_20211111_083000.WAV,11
G022_20211111_170000.WAV,8
G022_20211111_173000.WAV,2
G022_20211111_180000.WAV,1
G022_20211111_190000.WAV,1
G022_20211111_193000.WAV,4
G022_20211111_200000.WAV,1
G022_20211111_203000.WAV,2
G022_20211112_050000.WAV,5
G022_20211112_053000.WAV,12
G022_20211112_060000.WAV,12
G022_20211112_063000.WAV,11
G022_20211112_070000.WAV,11
G022_20211112_073000.WAV,10
G022_20211112_080000.WAV,5
G022_20211112_083000.WAV,10
G022_20211112_170000.WAV,10
G022_20211112_173000.WAV,9
G022_20211112_180000.WAV,8
G022_20211112_183000.WAV,1
