Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	10193.181	19844.172		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	10193.181	19844.172	14250.000	BIO	INSECT	
2	Waveform 1	1	0.112888043	59.999994792	6289.410	6940.038		BIO	INSECT	
2	Spectrogram 1	1	0.112888043	59.999994792	6289.410	6940.038	6375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	38.325490558	4879.715	5855.657		BIO	HERPET	
3	Spectrogram 1	1	0.000000000	38.325490558	4879.715	5855.657	5625.000	BIO	HERPET	
4	Waveform 1	1	0.000000000	59.999994792	7373.791	10084.743		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	7373.791	10084.743	9000.000	BIO	INSECT	
5	Waveform 1	1	0.282220107	59.774218706	3253.143	4337.524		BIO	INSECT	
5	Spectrogram 1	1	0.282220107	59.774218706	3253.143	4337.524	3750.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	759.067	5964.096		BIO	HERPET	
6	Spectrogram 1	1	0.000000000	59.999994792	759.067	5964.096	5625.000	BIO	HERPET	
