Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	50.122291040	8741.214	27603.834		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	50.122291040	8741.214	27603.834	16875.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	6517.572	7207.668		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	6517.572	7207.668	7125.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7207.668	8434.505		BIO		
3	Spectrogram 1	1	0.000000000	59.999994792	7207.668	8434.505	7875.000	BIO		
4	Waveform 1	1	2.765757051	46.848537796	996.805	2223.642		BIO	AVEVOC	NYCALB
4	Spectrogram 1	1	2.765757051	46.848537796	996.805	2223.642	1500.000	BIO	AVEVOC	NYCALB
5	Waveform 1	1	0.000000000	39.905923159	2913.738	3297.125		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	39.905923159	2913.738	3297.125	3000.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	3373.802	4370.607		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	3373.802	4370.607	4125.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	4523.962	5137.380		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	4523.962	5137.380	4875.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	10658.147	19706.070		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	10658.147	19706.070	16875.000	BIO	INSECT	
