Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	16869.010	27910.543		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	16869.010	27910.543	20250.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	0.000	996.805		BIO	AVEVOC	
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	996.805	0.000	BIO	AVEVOC	
3	Waveform 1	1	37.817494365	43.123232381	1073.482	1916.933		BIO	AVEVOC	CAMGRY
3	Spectrogram 1	1	37.817494365	43.123232381	1073.482	1916.933	1500.000	BIO	AVEVOC	CAMGRY
4	Waveform 1	1	0.000000000	59.999994792	3757.188	4370.607		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3757.188	4370.607	4125.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	7591.054	8434.505		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	7591.054	8434.505	7875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6517.572	7437.700		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6517.572	7437.700	7125.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	2760.383	3220.447		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	2760.383	3220.447	3000.000	BIO	INSECT	
