Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.397727238	54.715904341	17454.545	32320.066		BIO	INSECT	
1	Spectrogram 1	1	0.397727238	54.715904341	17454.545	32320.066	21000.000	BIO	INSECT	
2	Waveform 1	1	4.374999620	10.909089962	8802.508	9329.154		BIO	INSECT	
2	Spectrogram 1	1	4.374999620	10.909089962	8802.508	9329.154	9000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	6695.925	7222.571		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	6695.925	7222.571	6750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	6018.809	6244.514		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	6018.809	6244.514	6000.000	BIO	INSECT	
5	Waveform 1	1	0.681818123	59.943176615	4514.107	5115.987		BIO	INSECT	
5	Spectrogram 1	1	0.681818123	59.943176615	4514.107	5115.987	4875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	3611.285	4062.696		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	3611.285	4062.696	3750.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	2783.699	3385.580		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	2783.699	3385.580	3000.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	0.000	2332.288			INDETE	
8	Spectrogram 1	1	0.000000000	59.999994792	0.000	2332.288	375.000		INDETE	
