Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	10121.406	18709.265		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	10121.406	18709.265	15750.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	8127.796	8817.891		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	8127.796	8817.891	8250.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7207.668	7897.764		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	7207.668	7897.764	7875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	6057.508	6824.281		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	6057.508	6824.281	6375.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	17.328314582	5444.089	5904.153		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	17.328314582	5444.089	5904.153	5625.000	BIO	INSECT	
6	Waveform 1	1	32.906864500	59.999994792	5444.089	5904.153		BIO	INSECT	
6	Spectrogram 1	1	32.906864500	59.999994792	5444.089	5904.153	5625.000	BIO	INSECT	
7	Waveform 1	1	18.062086861	20.602067826	5444.089	5904.153		BIO	INSECT	
7	Spectrogram 1	1	18.062086861	20.602067826	5444.089	5904.153	5625.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	4600.639	5060.703		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	4600.639	5060.703	4875.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	3373.802	4523.962		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	3373.802	4523.962	4500.000	BIO	INSECT	
