Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	6831.600	19844.172		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	6831.600	19844.172	13500.000	BIO	INSECT	
2	Waveform 1	1	1.693320643	59.548442620	5313.467	6506.286		BIO	INSECT	
2	Spectrogram 1	1	1.693320643	59.548442620	5313.467	6506.286	6000.000	BIO	INSECT	
3	Waveform 1	1	0.282220107	59.999994792	4662.838	4988.153		BIO	INSECT	
3	Spectrogram 1	1	0.282220107	59.999994792	4662.838	4988.153	4875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	3361.581	4337.524		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3361.581	4337.524	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	216.876	2385.638		BIO	HERPET	
5	Spectrogram 1	1	0.000000000	59.999994792	216.876	2385.638	1125.000	BIO	HERPET	
