Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	17.441202625	51.928499726	20277.925	21145.430		BIO		
1	Spectrogram 1	1	17.441202625	51.928499726	20277.925	21145.430	20625.000	BIO		
2	Waveform 1	1	16.481654261	16.876762411	10843.810	29061.411		BIO	INSECT	
2	Spectrogram 1	1	16.481654261	16.876762411	10843.810	29061.411	19125.000	BIO	INSECT	
3	Waveform 1	1	2.427092922	40.357475330	11277.562	12145.067		BIO	INSECT	
3	Spectrogram 1	1	2.427092922	40.357475330	11277.562	12145.067	12000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	1.749764665	20169.487	21036.992		BIO		
4	Spectrogram 1	1	0.000000000	1.749764665	20169.487	21036.992	20625.000	BIO		
5	Waveform 1	1	0.000000000	59.999994792	6134.185	11118.211		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6134.185	11118.211	7875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	460.064	6057.508		BIO	AVEVOC	
6	Spectrogram 1	1	0.000000000	59.999994792	460.064	6057.508	4500.000	BIO	AVEVOC	
7	Waveform 1	1	0.000000000	54.412036669	2146.965	5750.799		BIO	AVEVOC	TROAED
7	Spectrogram 1	1	0.000000000	54.412036669	2146.965	5750.799	4125.000	BIO	AVEVOC	TROAED
8	Waveform 1	1	4.459077694	13.095012974	536.741	2146.965		BIO	AVEVOC	CAMGRY
8	Spectrogram 1	1	4.459077694	13.095012974	536.741	2146.965	1500.000	BIO	AVEVOC	CAMGRY
9	Waveform 1	1	16.312322196	16.933206432	536.741	5674.121		BIO	AVEVOC	PITSUL
9	Spectrogram 1	1	16.312322196	16.933206432	536.741	5674.121	4125.000	BIO	AVEVOC	PITSUL
10	Waveform 1	1	0.482118218	59.300540820	32856.249	55793.631		BIO	INSECT	
10	Spectrogram 1	1	0.482118218	59.300540820	32856.249	55793.631	40875.000	BIO	INSECT	
