Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.048780484	59.902433825	2539.043	3324.937		BIO	INSECT	
1	Spectrogram 1	1	0.048780484	59.902433825	2539.043	3324.937	3000.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.951214308	3204.030	4110.831		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.951214308	3204.030	4110.831	3750.000	BIO	INSECT	
3	Waveform 1	1	0.097560967	59.951214308	3929.471	4896.725		BIO	INSECT	
3	Spectrogram 1	1	0.097560967	59.951214308	3929.471	4896.725	4125.000	BIO	INSECT	
4	Waveform 1	1	0.048780484	59.951214308	6045.340	6710.327		BIO	INSECT	
4	Spectrogram 1	1	0.048780484	59.951214308	6045.340	6710.327	6375.000	BIO	INSECT	
5	Waveform 1	1	1.414634024	59.463409472	6166.247	10700.252		BIO	INSECT	
5	Spectrogram 1	1	1.414634024	59.463409472	6166.247	10700.252	8250.000	BIO	INSECT	
6	Waveform 1	1	0.243902418	59.999994792	7496.222	8342.569		BIO	INSECT	
6	Spectrogram 1	1	0.243902418	59.999994792	7496.222	8342.569	7875.000	BIO	INSECT	
7	Waveform 1	1	31.268289969	34.536582368	7496.222	28050.378		BIO	INSECT	
7	Spectrogram 1	1	31.268289969	34.536582368	7496.222	28050.378	12000.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.804872857	10095.718	22972.292		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.804872857	10095.718	22972.292	16125.000	BIO	INSECT	
9	Waveform 1	1	2.159487852	26.590906783	35826.744	42291.720		BIO	INSECT	
9	Spectrogram 1	1	2.159487852	26.590906783	35826.744	42291.720	38250.000	BIO	INSECT	
10	Waveform 1	1	30.631413381	58.385261610	34210.500	43638.590		BIO	INSECT	
10	Spectrogram 1	1	30.631413381	58.385261610	34210.500	43638.590	38250.000	BIO	INSECT	
