Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	6.773282573	55.653805141	10888.179	21623.003		BIO	INSECT	
1	Spectrogram 1	1	6.773282573	55.653805141	10888.179	21623.003	16500.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	6210.863	8127.796		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	6210.863	8127.796	7500.000	BIO	INSECT	
3	Waveform 1	1	1.975540750	10.498587988	8357.827	13955.272		BIO		
3	Spectrogram 1	1	1.975540750	10.498587988	8357.827	13955.272	12000.000	BIO		
4	Waveform 1	1	0.000000000	59.999994792	10121.406	10658.147		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	10121.406	10658.147	10500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	3297.125	3757.188		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	3297.125	3757.188	3375.000	BIO	INSECT	
6	Waveform 1	1	2.427092922	17.779866754	2300.319	2683.706		BIO	INSECT	
6	Spectrogram 1	1	2.427092922	17.779866754	2300.319	2683.706	2625.000	BIO	INSECT	
7	Waveform 1	1	0.733772279	56.331133398	4293.930	4600.639		BIO	INSECT	
7	Spectrogram 1	1	0.733772279	56.331133398	4293.930	4600.639	4500.000	BIO	INSECT	
8	Waveform 1	1	58.758226320	59.661330663	20549.521	25484.044		BIO	INSECT	
8	Spectrogram 1	1	58.758226320	59.661330663	20549.521	25484.044	22125.000	BIO	INSECT	
