Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.951214308	2136.126	3204.188		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.951214308	2136.126	3204.188	3000.000	BIO	INSECT	
2	Waveform 1	1	0.097560967	59.951214308	3329.843	3895.288		BIO	INSECT	
2	Spectrogram 1	1	0.097560967	59.951214308	3329.843	3895.288	3750.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.951214308	3895.288	5654.450		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.951214308	3895.288	5654.450	4875.000	BIO	INSECT	
4	Waveform 1	1	0.048780484	59.951214308	5654.450	6848.168		BIO	INSECT	
4	Spectrogram 1	1	0.048780484	59.951214308	5654.450	6848.168	6375.000	BIO	INSECT	
5	Waveform 1	1	5.268292226	59.902433825	6848.168	8293.194		BIO	INSECT	
5	Spectrogram 1	1	5.268292226	59.902433825	6848.168	8293.194	7500.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.951214308	8795.812	10429.319		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.951214308	8795.812	10429.319	9750.000	BIO	INSECT	
7	Waveform 1	1	3.804877718	28.341460954	10554.974	22743.455		BIO	INSECT	
7	Spectrogram 1	1	3.804877718	28.341460954	10554.974	22743.455	18375.000	BIO	INSECT	
