Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	0.681818123	26783.699	41529.781		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	0.681818123	26783.699	41529.781	34875.000	BIO	INSECT	
2	Waveform 1	1	16.761362181	17.670453012	31297.806	41228.840		BIO	INSECT	
2	Spectrogram 1	1	16.761362181	17.670453012	31297.806	41228.840	35250.000	BIO	INSECT	
3	Waveform 1	1	0.852272653	59.999994792	6695.925	17605.016		BIO	INSECT	
3	Spectrogram 1	1	0.852272653	59.999994792	6695.925	17605.016	7500.000	BIO	INSECT	
4	Waveform 1	1	3.068181552	50.113632013	6620.690	7072.100		BIO	INSECT	
4	Spectrogram 1	1	3.068181552	50.113632013	6620.690	7072.100	6750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	5868.339	6394.984		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	5868.339	6394.984	6375.000	BIO	INSECT	
6	Waveform 1	1	0.056818177	59.999994792	3987.461	4965.517		BIO	INSECT	
6	Spectrogram 1	1	0.056818177	59.999994792	3987.461	4965.517	4500.000	BIO	INSECT	
7	Waveform 1	1	0.624999946	59.999994792	5040.752	5642.633		BIO	INSECT	
7	Spectrogram 1	1	0.624999946	59.999994792	5040.752	5642.633	5250.000	BIO	INSECT	
8	Waveform 1	1	0.227272708	59.999994792	2482.759	3686.520		BIO	INSECT	
8	Spectrogram 1	1	0.227272708	59.999994792	2482.759	3686.520	3375.000	BIO	INSECT	
