Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	2819.391	4120.648		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	2819.391	4120.648	3375.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	4229.086	4771.276		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	4229.086	4771.276	4500.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	5313.467	6614.724		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	5313.467	6614.724	6000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	6614.724	8132.858		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	6614.724	8132.858	7125.000	BIO	INSECT	
5	Waveform 1	1	1.015992386	4.289745630	9217.239	10084.743		BIO	INSECT	
5	Spectrogram 1	1	1.015992386	4.289745630	9217.239	10084.743	9750.000	BIO	INSECT	
6	Waveform 1	1	6.095954316	58.814670341	17892.287	26892.649		BIO	INSECT	
6	Spectrogram 1	1	6.095954316	58.814670341	17892.287	26892.649	22125.000	BIO	INSECT	
7	Waveform 1	1	0.338664129	59.999994792	18000.725	18542.915		BIO	INSECT	
7	Spectrogram 1	1	0.338664129	59.999994792	18000.725	18542.915	18375.000	BIO	INSECT	
8	Waveform 1	1	0.507996193	59.999994792	11819.753	12578.820		BIO	INSECT	
8	Spectrogram 1	1	0.507996193	59.999994792	11819.753	12578.820	12375.000	BIO	INSECT	
9	Waveform 1	1	25.512697691	27.093130292	9434.115	10301.620		BIO	INSECT	
9	Spectrogram 1	1	25.512697691	27.093130292	9434.115	10301.620	9750.000	BIO	INSECT	
10	Waveform 1	1	47.130757903	54.073372540	9108.800	10410.058		BIO	INSECT	
10	Spectrogram 1	1	47.130757903	54.073372540	9108.800	10410.058	9750.000	BIO	INSECT	
